GENERATION_PROJECT,build_year,build_gen_predetermined,gen_can_retire_early
Shaanxi-Hydro_NonPumped-ep-30518,1997,79.73,0
Shandong-Hydro_NonPumped-ep-30519,1997,4.47,0
Shanxi-Hydro_NonPumped-ep-30520,1997,28.07,0
Sichuan-Hydro_NonPumped-ep-30521,1997,491.8,0
Tianjin-Hydro_NonPumped-ep-30522,1997,0.64,0
Tibet-Hydro_NonPumped-ep-30523,1997,15.95,0
West_Inner_Mongolia-Hydro_NonPumped-ep-30524,1997,2.25,0
Xinjiang-Hydro_NonPumped-ep-30525,1997,50.39,0
Yunnan-Hydro_NonPumped-ep-30526,1997,273.01,0
Zhejiang-Hydro_NonPumped-ep-30527,1997,244.31,0
Anhui-Hydro_NonPumped-ep-30528,1998,47.52,0
Beijing-Hydro_NonPumped-ep-30529,1998,87.66,0
Chongqing-Hydro_NonPumped-ep-30530,1998,68.82,0
East_Inner_Mongolia-Hydro_NonPumped-ep-30531,1998,1.2,0
Fujian-Hydro_NonPumped-ep-30532,1998,389.96,0
Gansu-Hydro_NonPumped-ep-30533,1998,230.21,0
Guangdong-Hydro_NonPumped-ep-30534,1998,451.4,0
Guangxi-Hydro_NonPumped-ep-30535,1998,307.22,0
Guizhou-Hydro_NonPumped-ep-30536,1998,183.51,0
Hainan-Hydro_NonPumped-ep-30537,1998,43.42,0
Hebei-Hydro_NonPumped-ep-30538,1998,57.35,0
Heilongjiang-Hydro_NonPumped-ep-30539,1998,64.72,0
Henan-Hydro_NonPumped-ep-30540,1998,51.61,0
Hubei-Hydro_NonPumped-ep-30541,1998,534.97,0
Hunan-Hydro_NonPumped-ep-30542,1998,417.81,0
Jiangsu-Hydro_NonPumped-ep-30543,1998,2.46,0
Jiangxi-Hydro_NonPumped-ep-30544,1998,140.09,0
Jilin-Hydro_NonPumped-ep-30545,1998,284.28,0
Liaoning-Hydro_NonPumped-ep-30546,1998,99.95,0
Ningxia-Hydro_NonPumped-ep-30547,1998,25.4,0
Qinghai-Hydro_NonPumped-ep-30548,1998,217.92,0
Shaanxi-Hydro_NonPumped-ep-30549,1998,102.41,0
Shandong-Hydro_NonPumped-ep-30550,1998,5.73,0
Shanxi-Hydro_NonPumped-ep-30551,1998,36.05,0
Sichuan-Hydro_NonPumped-ep-30552,1998,631.64,0
Tianjin-Hydro_NonPumped-ep-30553,1998,0.82,0
Tibet-Hydro_NonPumped-ep-30554,1998,20.48,0
West_Inner_Mongolia-Hydro_NonPumped-ep-30555,1998,2.89,0
Xinjiang-Hydro_NonPumped-ep-30556,1998,64.72,0
Yunnan-Hydro_NonPumped-ep-30557,1998,350.64,0
Zhejiang-Hydro_NonPumped-ep-30558,1998,313.77,0
East_Inner_Mongolia-Hydro_NonPumped-ep-30559,1999,52.94,0
Fujian-Hydro_NonPumped-ep-30560,1999,280,0
Gansu-Hydro_NonPumped-ep-30561,1999,70,0
Guangdong-Hydro_NonPumped-ep-30562,1999,755,0
Guangxi-Hydro_NonPumped-ep-30563,1999,205,0
Guizhou-Hydro_NonPumped-ep-30564,1999,60,0
Hainan-Hydro_NonPumped-ep-30565,1999,5,0
Hebei-Hydro_NonPumped-ep-30566,1999,15,0
Heilongjiang-Hydro_NonPumped-ep-30567,1999,10,0
Henan-Hydro_NonPumped-ep-30568,1999,450,0
Hubei-Hydro_NonPumped-ep-30569,1999,270,0
Jiangxi-Hydro_NonPumped-ep-30570,1999,70,0
Jilin-Hydro_NonPumped-ep-30571,1999,35,0
Liaoning-Hydro_NonPumped-ep-30572,1999,15,0
Qinghai-Hydro_NonPumped-ep-30573,1999,225,0
Shaanxi-Hydro_NonPumped-ep-30574,1999,100,0
Shandong-Hydro_NonPumped-ep-30575,1999,5,0
Shanxi-Hydro_NonPumped-ep-30576,1999,270,0
Sichuan-Hydro_NonPumped-ep-30577,1999,1650,0
West_Inner_Mongolia-Hydro_NonPumped-ep-30578,1999,127.06,0
Xinjiang-Hydro_NonPumped-ep-30579,1999,40,0
Yunnan-Hydro_NonPumped-ep-30580,1999,335,0
Zhejiang-Hydro_NonPumped-ep-30581,1999,795,0
East_Inner_Mongolia-Hydro_NonPumped-ep-30582,2000,52.94,0
Fujian-Hydro_NonPumped-ep-30583,2000,280,0
Gansu-Hydro_NonPumped-ep-30584,2000,70,0
Guangdong-Hydro_NonPumped-ep-30585,2000,755,0
Guangxi-Hydro_NonPumped-ep-30586,2000,205,0
Guizhou-Hydro_NonPumped-ep-30587,2000,60,0
Hainan-Hydro_NonPumped-ep-30588,2000,5,0
Hebei-Hydro_NonPumped-ep-30589,2000,15,0
Heilongjiang-Hydro_NonPumped-ep-30590,2000,10,0
Henan-Hydro_NonPumped-ep-30591,2000,450,0
Hubei-Hydro_NonPumped-ep-30592,2000,270,0
Jiangxi-Hydro_NonPumped-ep-30593,2000,70,0
Jilin-Hydro_NonPumped-ep-30594,2000,35,0
Liaoning-Hydro_NonPumped-ep-30595,2000,15,0
Qinghai-Hydro_NonPumped-ep-30596,2000,225,0
Shaanxi-Hydro_NonPumped-ep-30597,2000,100,0
Shandong-Hydro_NonPumped-ep-30598,2000,5,0
Shanxi-Hydro_NonPumped-ep-30599,2000,270,0
Sichuan-Hydro_NonPumped-ep-30600,2000,1650,0
West_Inner_Mongolia-Hydro_NonPumped-ep-30601,2000,127.06,0
Xinjiang-Hydro_NonPumped-ep-30602,2000,40,0
Yunnan-Hydro_NonPumped-ep-30603,2000,335,0
Zhejiang-Hydro_NonPumped-ep-30604,2000,795,0
Anhui-Hydro_NonPumped-ep-30605,2001,25.88,0
East_Inner_Mongolia-Hydro_NonPumped-ep-30606,2001,13.7,0
Fujian-Hydro_NonPumped-ep-30607,2001,372.69,0
Gansu-Hydro_NonPumped-ep-30608,2001,85.41,0
Guangdong-Hydro_NonPumped-ep-30609,2001,282.1,0
Guizhou-Hydro_NonPumped-ep-30610,2001,349.39,0
Hebei-Hydro_NonPumped-ep-30611,2001,7.76,0
Heilongjiang-Hydro_NonPumped-ep-30612,2001,5.18,0
Henan-Hydro_NonPumped-ep-30613,2001,235.52,0
Hubei-Hydro_NonPumped-ep-30614,2001,1156.88,0
Hunan-Hydro_NonPumped-ep-30615,2001,191.52,0
Jiangsu-Hydro_NonPumped-ep-30616,2001,28.47,0
Jiangxi-Hydro_NonPumped-ep-30617,2001,119.05,0
Jilin-Hydro_NonPumped-ep-30618,2001,12.94,0
Liaoning-Hydro_NonPumped-ep-30619,2001,38.82,0
Qinghai-Hydro_NonPumped-ep-30620,2001,59.53,0
Shaanxi-Hydro_NonPumped-ep-30621,2001,2.59,0
Sichuan-Hydro_NonPumped-ep-30622,2001,344.22,0
Tibet-Hydro_NonPumped-ep-30623,2001,5.18,0
West_Inner_Mongolia-Hydro_NonPumped-ep-30624,2001,32.88,0
Xinjiang-Hydro_NonPumped-ep-30625,2001,31.06,0
Yunnan-Hydro_NonPumped-ep-30626,2001,411.51,0
Zhejiang-Hydro_NonPumped-ep-30627,2001,163.05,0
Anhui-Hydro_NonPumped-ep-30628,2002,40.31,0
East_Inner_Mongolia-Hydro_NonPumped-ep-30629,2002,21.34,0
Fujian-Hydro_NonPumped-ep-30630,2002,580.44,0
Gansu-Hydro_NonPumped-ep-30631,2002,133.02,0
Guangdong-Hydro_NonPumped-ep-30632,2002,439.36,0
Guizhou-Hydro_NonPumped-ep-30633,2002,544.16,0
Hebei-Hydro_NonPumped-ep-30634,2002,12.09,0
Heilongjiang-Hydro_NonPumped-ep-30635,2002,8.06,0
Henan-Hydro_NonPumped-ep-30636,2002,366.81,0
Hubei-Hydro_NonPumped-ep-30637,2002,1801.78,0
Hunan-Hydro_NonPumped-ep-30638,2002,298.28,0
Jiangsu-Hydro_NonPumped-ep-30639,2002,44.34,0
Jiangxi-Hydro_NonPumped-ep-30640,2002,185.42,0
Jilin-Hydro_NonPumped-ep-30641,2002,20.15,0
Liaoning-Hydro_NonPumped-ep-30642,2002,60.46,0
Qinghai-Hydro_NonPumped-ep-30643,2002,92.71,0
Shaanxi-Hydro_NonPumped-ep-30644,2002,4.03,0
Sichuan-Hydro_NonPumped-ep-30645,2002,536.1,0
Tibet-Hydro_NonPumped-ep-30646,2002,8.06,0
West_Inner_Mongolia-Hydro_NonPumped-ep-30647,2002,51.22,0
Xinjiang-Hydro_NonPumped-ep-30648,2002,48.37,0
Yunnan-Hydro_NonPumped-ep-30649,2002,640.9,0
Zhejiang-Hydro_NonPumped-ep-30650,2002,253.94,0
Anhui-Hydro_NonPumped-ep-30651,2003,33.81,0
East_Inner_Mongolia-Hydro_NonPumped-ep-30652,2003,17.9,0
Fujian-Hydro_NonPumped-ep-30653,2003,486.87,0
Gansu-Hydro_NonPumped-ep-30654,2003,111.57,0
Guangdong-Hydro_NonPumped-ep-30655,2003,368.54,0
Guizhou-Hydro_NonPumped-ep-30656,2003,456.44,0
Hebei-Hydro_NonPumped-ep-30657,2003,10.14,0
Heilongjiang-Hydro_NonPumped-ep-30658,2003,6.76,0
Henan-Hydro_NonPumped-ep-30659,2003,307.68,0
Hubei-Hydro_NonPumped-ep-30660,2003,1511.33,0
Hunan-Hydro_NonPumped-ep-30661,2003,250.2,0
Jiangsu-Hydro_NonPumped-ep-30662,2003,37.19,0
Jiangxi-Hydro_NonPumped-ep-30663,2003,155.53,0
Jilin-Hydro_NonPumped-ep-30664,2003,16.91,0
Liaoning-Hydro_NonPumped-ep-30665,2003,50.72,0
Qinghai-Hydro_NonPumped-ep-30666,2003,77.76,0
Shaanxi-Hydro_NonPumped-ep-30667,2003,3.38,0
Sichuan-Hydro_NonPumped-ep-30668,2003,449.68,0
Tibet-Hydro_NonPumped-ep-30669,2003,6.76,0
West_Inner_Mongolia-Hydro_NonPumped-ep-30670,2003,42.96,0
Xinjiang-Hydro_NonPumped-ep-30671,2003,40.57,0
Yunnan-Hydro_NonPumped-ep-30672,2003,537.59,0
Zhejiang-Hydro_NonPumped-ep-30673,2003,213.01,0
Anhui-Hydro_NonPumped-ep-30674,2004,40,0
Chongqing-Hydro_NonPumped-ep-30675,2004,80,0
Fujian-Hydro_NonPumped-ep-30676,2004,420,0
Gansu-Hydro_NonPumped-ep-30677,2004,290,0
Guangdong-Hydro_NonPumped-ep-30678,2004,470,0
Guangxi-Hydro_NonPumped-ep-30679,2004,510,0
Guizhou-Hydro_NonPumped-ep-30680,2004,3190,0
Hainan-Hydro_NonPumped-ep-30681,2004,10,0
Hebei-Hydro_NonPumped-ep-30682,2004,20,0
Heilongjiang-Hydro_NonPumped-ep-30683,2004,10,0
Hubei-Hydro_NonPumped-ep-30684,2004,3580,0
Hunan-Hydro_NonPumped-ep-30685,2004,850,0
Jiangxi-Hydro_NonPumped-ep-30686,2004,240,0
Jilin-Hydro_NonPumped-ep-30687,2004,10,0
Ningxia-Hydro_NonPumped-ep-30688,2004,60,0
Shaanxi-Hydro_NonPumped-ep-30689,2004,420,0
Sichuan-Hydro_NonPumped-ep-30690,2004,1040,0
Tibet-Hydro_NonPumped-ep-30691,2004,90,0
Yunnan-Hydro_NonPumped-ep-30692,2004,520,0
Zhejiang-Hydro_NonPumped-ep-30693,2004,370,0
Chongqing-Hydro_NonPumped-ep-30694,1999,245,0
Hunan-Hydro_NonPumped-ep-30695,1999,380,0
Tibet-Hydro_NonPumped-ep-30696,1999,20,0
Chongqing-Hydro_NonPumped-ep-30697,2000,245,0
Hunan-Hydro_NonPumped-ep-30698,2000,380,0
Tibet-Hydro_NonPumped-ep-30699,2000,20,0
Guangxi-Hydro_NonPumped-ep-30700,2001,95.76,0
Hainan-Hydro_NonPumped-ep-30701,2001,2.59,0
Guangxi-Hydro_NonPumped-ep-30702,2002,149.14,0
Hainan-Hydro_NonPumped-ep-30703,2002,4.03,0
Guangxi-Hydro_NonPumped-ep-30704,2003,125.1,0
Hainan-Hydro_NonPumped-ep-30705,2003,3.38,0
Qinghai-Hydro_NonPumped-ep-30706,2004,710,0
Sichuan-Hydro_NonPumped-ep-30707,2009,3570,0
Chongqing-Hydro_NonPumped-ep-30708,2010,350,0
Guangxi-Hydro_NonPumped-ep-30709,2010,190,0
Hainan-Hydro_NonPumped-ep-30710,2010,50,0
Yunnan-Hydro_NonPumped-ep-30711,2013,11751.5,0
Hainan-Hydro_NonPumped-ep-30712,2014,24.6,0
Sichuan-Hydro_NonPumped-ep-30713,2014,10286,0
Liaoning-Hydro_NonPumped-ep-30714,2015,2.4,0
Jilin-Hydro_NonPumped-ep-30715,2016,3.2,0
Zhejiang-Hydro_NonPumped-ep-30716,2009,600,0
Guangxi-Hydro_NonPumped-ep-30717,2014,436.2,0
Shaanxi-Hydro_NonPumped-ep-30718,2015,130.1,0
Fujian-Hydro_NonPumped-ep-30719,2012,130.2,0
Hainan-Hydro_NonPumped-ep-30720,2017,234.5,0
Hainan-Hydro_NonPumped-ep-30721,2005,10,0
Anhui-Hydro_NonPumped-ep-30722,2005,50,0
Chongqing-Hydro_NonPumped-ep-30723,2005,500,0
Fujian-Hydro_NonPumped-ep-30724,2005,1040,0
Gansu-Hydro_NonPumped-ep-30725,2005,440,0
Guangdong-Hydro_NonPumped-ep-30726,2005,460,0
Guangxi-Hydro_NonPumped-ep-30727,2005,2400,0
Guizhou-Hydro_NonPumped-ep-30728,2005,330,0
Heilongjiang-Hydro_NonPumped-ep-30729,2005,10,0
Henan-Hydro_NonPumped-ep-30730,2005,100,0
Hubei-Hydro_NonPumped-ep-30731,2005,2770,0
Hunan-Hydro_NonPumped-ep-30732,2005,400,0
Jiangsu-Hydro_NonPumped-ep-30733,2005,10,0
Jiangxi-Hydro_NonPumped-ep-30734,2005,470,0
Jilin-Hydro_NonPumped-ep-30735,2005,120,0
Ningxia-Hydro_NonPumped-ep-30736,2005,60,0
Qinghai-Hydro_NonPumped-ep-30737,2005,770,0
Shaanxi-Hydro_NonPumped-ep-30738,2005,100,0
Shandong-Hydro_NonPumped-ep-30739,2005,450,0
Sichuan-Hydro_NonPumped-ep-30740,2005,4040,0
Tibet-Hydro_NonPumped-ep-30741,2005,20,0
Xinjiang-Hydro_NonPumped-ep-30742,2005,390,0
Yunnan-Hydro_NonPumped-ep-30743,2005,940,0
Zhejiang-Hydro_NonPumped-ep-30744,2005,530,0
Anhui-Hydro_NonPumped-ep-30745,2006,260,0
Chongqing-Hydro_NonPumped-ep-30746,2006,70,0
East_Inner_Mongolia-Hydro_NonPumped-ep-30747,2006,73.53,0
Fujian-Hydro_NonPumped-ep-30748,2006,740,0
Gansu-Hydro_NonPumped-ep-30749,2006,280,0
Guangdong-Hydro_NonPumped-ep-30750,2006,280,0
Guangxi-Hydro_NonPumped-ep-30751,2006,180,0
Guizhou-Hydro_NonPumped-ep-30752,2006,300,0
Hebei-Hydro_NonPumped-ep-30753,2006,10,0
Henan-Hydro_NonPumped-ep-30754,2006,10,0
Hubei-Hydro_NonPumped-ep-30755,2006,430,0
Hunan-Hydro_NonPumped-ep-30756,2006,800,0
Jiangxi-Hydro_NonPumped-ep-30757,2006,270,0
Jilin-Hydro_NonPumped-ep-30758,2006,150,0
Qinghai-Hydro_NonPumped-ep-30759,2006,600,0
Shaanxi-Hydro_NonPumped-ep-30760,2006,190,0
Shandong-Hydro_NonPumped-ep-30761,2006,50,0
Shanxi-Hydro_NonPumped-ep-30762,2006,10,0
Sichuan-Hydro_NonPumped-ep-30763,2006,310,0
West_Inner_Mongolia-Hydro_NonPumped-ep-30764,2006,176.47,0
Xinjiang-Hydro_NonPumped-ep-30765,2006,410,0
Yunnan-Hydro_NonPumped-ep-30766,2006,1700,0
Zhejiang-Hydro_NonPumped-ep-30767,2006,1420,0
Anhui-Hydro_NonPumped-ep-30768,2007,510,0
Chongqing-Hydro_NonPumped-ep-30769,2007,260,0
East_Inner_Mongolia-Hydro_NonPumped-ep-30770,2007,2.94,0
Fujian-Hydro_NonPumped-ep-30771,2007,840,0
Gansu-Hydro_NonPumped-ep-30772,2007,110,0
Guangdong-Hydro_NonPumped-ep-30773,2007,790,0
Guangxi-Hydro_NonPumped-ep-30774,2007,2820,0
Guizhou-Hydro_NonPumped-ep-30775,2007,680,0
Hainan-Hydro_NonPumped-ep-30776,2007,20,0
Heilongjiang-Hydro_NonPumped-ep-30777,2007,20,0
Henan-Hydro_NonPumped-ep-30778,2007,190,0
Hubei-Hydro_NonPumped-ep-30779,2007,5700,0
Hunan-Hydro_NonPumped-ep-30780,2007,570,0
Jiangxi-Hydro_NonPumped-ep-30781,2007,280,0
Jilin-Hydro_NonPumped-ep-30782,2007,20,0
Liaoning-Hydro_NonPumped-ep-30783,2007,10,0
Qinghai-Hydro_NonPumped-ep-30784,2007,410,0
Shandong-Hydro_NonPumped-ep-30785,2007,500,0
Sichuan-Hydro_NonPumped-ep-30786,2007,2130,0
Tibet-Hydro_NonPumped-ep-30787,2007,50,0
West_Inner_Mongolia-Hydro_NonPumped-ep-30788,2007,7.06,0
Xinjiang-Hydro_NonPumped-ep-30789,2007,370,0
Yunnan-Hydro_NonPumped-ep-30790,2007,1880,0
Zhejiang-Hydro_NonPumped-ep-30791,2007,150,0
Anhui-Hydro_NonPumped-ep-30792,2008,50,0
Chongqing-Hydro_NonPumped-ep-30793,2008,1820,0
Fujian-Hydro_NonPumped-ep-30794,2008,780,0
Gansu-Hydro_NonPumped-ep-30795,2008,1040,0
Guangdong-Hydro_NonPumped-ep-30796,2008,170,0
Guangxi-Hydro_NonPumped-ep-30797,2008,3530,0
Guizhou-Hydro_NonPumped-ep-30798,2008,1260,0
Hebei-Hydro_NonPumped-ep-30799,2008,760,0
Heilongjiang-Hydro_NonPumped-ep-30800,2008,70,0
Henan-Hydro_NonPumped-ep-30801,2008,280,0
Hubei-Hydro_NonPumped-ep-30802,2008,5030,0
Hunan-Hydro_NonPumped-ep-30803,2008,1430,0
Jiangxi-Hydro_NonPumped-ep-30804,2008,140,0
Liaoning-Hydro_NonPumped-ep-30805,2008,20,0
Qinghai-Hydro_NonPumped-ep-30806,2008,80,0
Shaanxi-Hydro_NonPumped-ep-30807,2008,20,0
Sichuan-Hydro_NonPumped-ep-30808,2008,2380,0
Tibet-Hydro_NonPumped-ep-30809,2008,40,0
Xinjiang-Hydro_NonPumped-ep-30810,2008,50,0
Zhejiang-Hydro_NonPumped-ep-30811,2008,440,0
Anhui-Hydro_NonPumped-ep-30812,2009,60,0
Chongqing-Hydro_NonPumped-ep-30813,2009,470,0
Fujian-Hydro_NonPumped-ep-30814,2009,400,0
Gansu-Hydro_NonPumped-ep-30815,2009,500,0
Guangdong-Hydro_NonPumped-ep-30816,2009,980,0
Guangxi-Hydro_NonPumped-ep-30817,2009,780,0
Guizhou-Hydro_NonPumped-ep-30818,2009,4140,0
Hainan-Hydro_NonPumped-ep-30819,2009,290,0
Hebei-Hydro_NonPumped-ep-30820,2009,250,0
Henan-Hydro_NonPumped-ep-30821,2009,630,0
Hubei-Hydro_NonPumped-ep-30822,2009,960,0
Hunan-Hydro_NonPumped-ep-30823,2009,810,0
Jiangsu-Hydro_NonPumped-ep-30824,2008,1000,0
Yunnan-Hydro_NonPumped-ep-30825,2008,4150,0
Qinghai-Hydro_NonPumped-ep-30826,2009,2830,0
Jiangxi-Hydro_NonPumped-ep-30827,2009,60,0
Jilin-Hydro_NonPumped-ep-30828,2009,10,0
Liaoning-Hydro_NonPumped-ep-30829,2009,30,0
Shaanxi-Hydro_NonPumped-ep-30830,2009,110,0
Shandong-Hydro_NonPumped-ep-30831,2009,10,0
Shanxi-Hydro_NonPumped-ep-30832,2009,820,0
Tianjin-Hydro_NonPumped-ep-30833,2009,10,0
Tibet-Hydro_NonPumped-ep-30834,2009,10,0
Xinjiang-Hydro_NonPumped-ep-30835,2009,240,0
Yunnan-Hydro_NonPumped-ep-30836,2009,5170,0
Anhui-Hydro_NonPumped-ep-30837,2010,70,0
East_Inner_Mongolia-Hydro_NonPumped-ep-30838,2010,5.88,0
Fujian-Hydro_NonPumped-ep-30839,2010,130,0
Gansu-Hydro_NonPumped-ep-30840,2010,170,0
Guangdong-Hydro_NonPumped-ep-30841,2010,1340,0
Guizhou-Hydro_NonPumped-ep-30842,2010,2940,0
Hubei-Hydro_NonPumped-ep-30843,2010,840,0
Hunan-Hydro_NonPumped-ep-30844,2010,1530,0
Jiangxi-Hydro_NonPumped-ep-30845,2010,270,0
Jilin-Hydro_NonPumped-ep-30846,2010,370,0
Liaoning-Hydro_NonPumped-ep-30847,2010,10,0
Qinghai-Hydro_NonPumped-ep-30848,2010,1940,0
Shaanxi-Hydro_NonPumped-ep-30849,2010,290,0
Shandong-Hydro_NonPumped-ep-30850,2010,10,0
Shanxi-Hydro_NonPumped-ep-30851,2010,210,0
Sichuan-Hydro_NonPumped-ep-30852,2010,4890,0
West_Inner_Mongolia-Hydro_NonPumped-ep-30853,2010,14.12,0
Xinjiang-Hydro_NonPumped-ep-30854,2010,560,0
Yunnan-Hydro_NonPumped-ep-30855,2010,3450,0
Zhejiang-Hydro_NonPumped-ep-30856,2010,130,0
Jiangxi-Hydro_NonPumped-ep-30857,2011,33.9,0
Jilin-Hydro_NonPumped-ep-30858,2011,64.8,0
Qinghai-Hydro_NonPumped-ep-30859,2011,467.8,0
Shaanxi-Hydro_NonPumped-ep-30860,2011,108,0
Shanxi-Hydro_NonPumped-ep-30861,2011,614.2,0
Sichuan-Hydro_NonPumped-ep-30862,2011,2182.4,0
Xinjiang-Hydro_NonPumped-ep-30863,2011,522.8,0
Yunnan-Hydro_NonPumped-ep-30864,2011,4117.1,0
Zhejiang-Hydro_NonPumped-ep-30865,2011,46.2,0
Anhui-Hydro_NonPumped-ep-30866,2012,773.3,0
Gansu-Hydro_NonPumped-ep-30867,2012,793.9,0
Guangxi-Hydro_NonPumped-ep-30868,2012,126.2,0
Guizhou-Hydro_NonPumped-ep-30869,2012,263.1,0
Heilongjiang-Hydro_NonPumped-ep-30870,2012,18.9,0
Hubei-Hydro_NonPumped-ep-30871,2012,2456.5,0
Hunan-Hydro_NonPumped-ep-30872,2012,395.4,0
Jiangxi-Hydro_NonPumped-ep-30873,2012,110.5,0
Liaoning-Hydro_NonPumped-ep-30874,2012,1405.9,0
Shaanxi-Hydro_NonPumped-ep-30875,2012,183.5,0
Shandong-Hydro_NonPumped-ep-30876,2012,9.7,0
Sichuan-Hydro_NonPumped-ep-30877,2012,6437.7,0
Xinjiang-Hydro_NonPumped-ep-30878,2012,631,0
Yunnan-Hydro_NonPumped-ep-30879,2012,4172.7,0
Fujian-Hydro_NonPumped-ep-30880,2013,1470.5,0
Gansu-Hydro_NonPumped-ep-30881,2013,257.1,0
Guangxi-Hydro_NonPumped-ep-30882,2013,698.6,0
Guizhou-Hydro_NonPumped-ep-30883,2013,1802.6,0
Hainan-Hydro_NonPumped-ep-30884,2013,8,0
Henan-Hydro_NonPumped-ep-30885,2013,3.5,0
Hunan-Hydro_NonPumped-ep-30886,2013,281.9,0
Jiangxi-Hydro_NonPumped-ep-30887,2013,395.8,0
Qinghai-Hydro_NonPumped-ep-30888,2013,165.1,0
Shaanxi-Hydro_NonPumped-ep-30889,2013,13.2,0
Shandong-Hydro_NonPumped-ep-30890,2013,0.3,0
Shanxi-Hydro_NonPumped-ep-30891,2013,0.3,0
Sichuan-Hydro_NonPumped-ep-30892,2013,13342.2,0
Xinjiang-Hydro_NonPumped-ep-30893,2013,338,0
Chongqing-Hydro_NonPumped-ep-30894,2014,24.5,0
Fujian-Hydro_NonPumped-ep-30895,2014,27.5,0
Jiangsu-Hydro_NonPumped-ep-30896,2014,2.6,0
Jiangxi-Hydro_NonPumped-ep-30897,2014,258.7,0
Liaoning-Hydro_NonPumped-ep-30898,2014,201.7,0
Qinghai-Hydro_NonPumped-ep-30899,2014,477.8,0
Shaanxi-Hydro_NonPumped-ep-30900,2014,18.9,0
Xinjiang-Hydro_NonPumped-ep-30901,2014,837.2,0
Yunnan-Hydro_NonPumped-ep-30902,2014,6286.2,0
Anhui-Hydro_NonPumped-ep-30903,2015,33.2,0
Fujian-Hydro_NonPumped-ep-30904,2015,117.4,0
Hubei-Hydro_NonPumped-ep-30905,2015,262.6,0
Hunan-Hydro_NonPumped-ep-30906,2015,241,0
Jiangsu-Hydro_NonPumped-ep-30907,2015,1.5,0
Jiangxi-Hydro_NonPumped-ep-30908,2015,57,0
Jilin-Hydro_NonPumped-ep-30909,2015,0.4,0
Shanxi-Hydro_NonPumped-ep-30910,2015,6.1,0
Sichuan-Hydro_NonPumped-ep-30911,2015,6444.7,0
West_Inner_Mongolia-Hydro_NonPumped-ep-30912,2015,641.93,0
Xinjiang-Hydro_NonPumped-ep-30913,2015,398.2,0
Yunnan-Hydro_NonPumped-ep-30914,2015,7058.1,0
Anhui-Hydro_NonPumped-ep-30915,2016,40.6,0
Chongqing-Hydro_NonPumped-ep-30916,2016,177.9,0
East_Inner_Mongolia-Hydro_NonPumped-ep-30917,2016,7.79,0
Fujian-Hydro_NonPumped-ep-30918,2016,40.3,0
Gansu-Hydro_NonPumped-ep-30919,2016,92.5,0
Guangdong-Hydro_NonPumped-ep-30920,2016,504.7,0
Guangxi-Hydro_NonPumped-ep-30921,2016,231.1,0
Guizhou-Hydro_NonPumped-ep-30922,2016,328.8,0
Hainan-Hydro_NonPumped-ep-30923,2016,285,0
Heilongjiang-Hydro_NonPumped-ep-30924,2016,1.2,0
Henan-Hydro_NonPumped-ep-30925,2016,4.3,0
Hubei-Hydro_NonPumped-ep-30926,2016,105.7,0
Hunan-Hydro_NonPumped-ep-30927,2016,189.2,0
Jiangsu-Hydro_NonPumped-ep-30928,2016,3.5,0
Jiangxi-Hydro_NonPumped-ep-30929,2016,1232.8,0
Liaoning-Hydro_NonPumped-ep-30930,2016,2,0
Tibet-Hydro_NonPumped-ep-30931,2011,98.7,0
Jilin-Hydro_NonPumped-ep-30932,2012,85.2,0
Zhejiang-Hydro_NonPumped-ep-30933,2012,105.4,0
Anhui-Hydro_NonPumped-ep-30934,2013,41.3,0
Chongqing-Hydro_NonPumped-ep-30935,2013,413.4,0
Hebei-Hydro_NonPumped-ep-30936,2013,14.8,0
Hubei-Hydro_NonPumped-ep-30937,2013,204.6,0
Jilin-Hydro_NonPumped-ep-30938,2013,33.5,0
Tibet-Hydro_NonPumped-ep-30939,2013,40,0
Qinghai-Hydro_NonPumped-ep-30940,2016,463.5,0
Shaanxi-Hydro_NonPumped-ep-30941,2016,59.5,0
Shandong-Hydro_NonPumped-ep-30942,2016,0.7,0
Shanxi-Hydro_NonPumped-ep-30943,2016,1,0
Sichuan-Hydro_NonPumped-ep-30944,2016,3062.3,0
West_Inner_Mongolia-Hydro_NonPumped-ep-30945,2016,18.71,0
Xinjiang-Hydro_NonPumped-ep-30946,2016,933.2,0
Anhui-Hydro_NonPumped-ep-30947,2017,148.9,0
Chongqing-Hydro_NonPumped-ep-30948,2017,481.1,0
East_Inner_Mongolia-Hydro_NonPumped-ep-30949,2017,4.53,0
Fujian-Hydro_NonPumped-ep-30950,2017,35.2,0
Gansu-Hydro_NonPumped-ep-30951,2017,71.5,0
Guangxi-Hydro_NonPumped-ep-30952,2017,19.9,0
Guizhou-Hydro_NonPumped-ep-30953,2017,300,0
Heilongjiang-Hydro_NonPumped-ep-30954,2017,15,0
Henan-Hydro_NonPumped-ep-30955,2017,0.8,0
Hubei-Hydro_NonPumped-ep-30956,2017,81.3,0
Jiangsu-Hydro_NonPumped-ep-30957,2017,1500.5,0
Jiangxi-Hydro_NonPumped-ep-30958,2017,22,0
Jilin-Hydro_NonPumped-ep-30959,2017,28.5,0
Liaoning-Hydro_NonPumped-ep-30960,2017,19.8,0
Shaanxi-Hydro_NonPumped-ep-30961,2017,540.1,0
Shandong-Hydro_NonPumped-ep-30962,2017,0.4,0
Shanxi-Hydro_NonPumped-ep-30963,2017,2.3,0
