GENERATION_PROJECT,build_year,build_gen_predetermined,gen_can_retire_early
Sichuan-Hydro_NonPumped-ep-30964,2017,4688.3,0
West_Inner_Mongolia-Hydro_NonPumped-ep-30965,2017,10.87,0
Yunnan-Hydro_NonPumped-ep-30966,2017,905.3,0
Zhejiang-Hydro_NonPumped-ep-30967,2017,63.1,0
Yunnan-Hydro_NonPumped-ep-30968,2016,3223,0
Hunan-Hydro_NonPumped-ep-30969,2017,174.7,0
Tibet-Hydro_NonPumped-ep-30970,2017,19,0
Guangdong-Hydro_NonPumped-ep-30971,2013,48,0
Guangdong-Hydro_NonPumped-ep-30972,2012,79,0
Chongqing-Hydro_NonPumped-ep-30973,2012,110.5,0
Zhejiang-Hydro_NonPumped-ep-30974,2013,21.9,0
Anhui-Hydro_NonPumped-ep-30975,2014,62.5,0
Gansu-Hydro_NonPumped-ep-30976,2014,583.9,0
Guangdong-Hydro_NonPumped-ep-30977,2014,113.5,0
Hebei-Hydro_NonPumped-ep-30978,2014,15.9,0
Heilongjiang-Hydro_NonPumped-ep-30979,2014,0.7,0
Henan-Hydro_NonPumped-ep-30980,2014,13.7,0
Hubei-Hydro_NonPumped-ep-30981,2014,107.9,0
Hunan-Hydro_NonPumped-ep-30982,2014,1092.8,0
Shandong-Hydro_NonPumped-ep-30983,2014,0.4,0
Tibet-Hydro_NonPumped-ep-30984,2014,290,0
Zhejiang-Hydro_NonPumped-ep-30985,2014,86.4,0
Guangdong-Hydro_NonPumped-ep-30986,2015,401.8,0
Hebei-Hydro_NonPumped-ep-30987,2015,0.6,0
Tibet-Hydro_NonPumped-ep-30988,2015,483,0
Zhejiang-Hydro_NonPumped-ep-30989,2015,70.5,0
Hebei-Hydro_NonPumped-ep-30990,2016,1.6,0
Tibet-Hydro_NonPumped-ep-30991,2016,210.1,0
Zhejiang-Hydro_NonPumped-ep-30992,2016,1517.4,0
Chongqing-Hydro_NonPumped-ep-30993,2015,163.5,0
Anhui-Hydro_NonPumped-ep-30994,2011,311.8,0
Fujian-Hydro_NonPumped-ep-30995,2011,141.8,0
Beijing-Hydro_NonPumped-ep-30996,2011,3.4,0
Gansu-Hydro_NonPumped-ep-30997,2011,392.2,0
Chongqing-Hydro_NonPumped-ep-30998,2011,1099.4,0
Guangdong-Hydro_NonPumped-ep-30999,2011,353,0
Guangxi-Hydro_NonPumped-ep-31000,2011,60,0
Guizhou-Hydro_NonPumped-ep-31001,2011,467.1,0
Hainan-Hydro_NonPumped-ep-31002,2011,78.9,0
Hebei-Hydro_NonPumped-ep-31003,2011,1.2,0
Heilongjiang-Hydro_NonPumped-ep-31004,2011,15.6,0
Henan-Hydro_NonPumped-ep-31005,2011,298.7,0
Hubei-Hydro_NonPumped-ep-31006,2011,2646.3,0
Hunan-Hydro_NonPumped-ep-31007,2011,339.2,0
East_Inner_Mongolia-Hydro_NonPumped-ep-31008,2011,0.53,0
West_Inner_Mongolia-Hydro_NonPumped-ep-31009,2011,1.27,0
East_Inner_Mongolia-Hydro_NonPumped-ep-31010,2012,74.82,0
West_Inner_Mongolia-Hydro_NonPumped-ep-31011,2012,179.58,0
East_Inner_Mongolia-Hydro_NonPumped-ep-31012,2014,114.91,0
Guizhou-Hydro_NonPumped-ep-31013,2014,845.7,0
West_Inner_Mongolia-Hydro_NonPumped-ep-31014,2014,275.79,0
East_Inner_Mongolia-Hydro_NonPumped-ep-31015,2015,267.47,0
Gansu-Hydro_NonPumped-ep-31016,2015,376.9,0
Guangxi-Hydro_NonPumped-ep-31017,2015,140.2,0
Guizhou-Hydro_NonPumped-ep-31018,2015,635,0
Heilongjiang-Hydro_NonPumped-ep-31019,2015,49.9,0
Henan-Hydro_NonPumped-ep-31020,2015,21.5,0
Jilin-Hydro_NonPumped-ep-31021,2020,1200,0
Hubei-Hydro_NonPumped-ep-31022,2020,450,0
Chongqing-Hydro_NonPumped-ep-31023,2017,1350,0
Chongqing-Hydro_NonPumped-ep-31024,2017,1000,0
Sichuan-Hydro_NonPumped-ep-31025,2020,3000,0
Sichuan-Hydro_NonPumped-ep-31026,2020,1500,0
Yunnan-Hydro_NonPumped-ep-31027,2020,920,0
Yunnan-Hydro_NonPumped-ep-31028,2020,1900,0
Yunnan-Hydro_NonPumped-ep-31029,2021,10200,0
Yunnan-Hydro_NonPumped-ep-31030,2020,420,0
Yunnan-Hydro_NonPumped-ep-31031,2020,350,0
Yunnan-Hydro_NonPumped-ep-31032,2020,990,0
Tibet-Hydro_NonPumped-ep-31033,2020,660,0
Tibet-Hydro_NonPumped-ep-31034,2020,420,0
Shaanxi-Hydro_NonPumped-ep-31035,2020,480,0
Sichuan-Hydro_NonPumped-ep-31036,2023,16000,0
Yunnan-Hydro_NonPumped-ep-31037,2016,600,0
Yunnan-Hydro_NonPumped-ep-31038,2016,1200,0
Sichuan-Hydro_NonPumped-ep-31039,2016,425,0
West_Inner_Mongolia-Hydro_Pumped-ep-35001,2010,1285.18,0
Hubei-Hydro_Pumped-ep-35002,2010,1310.88,0
Shanxi-Hydro_Pumped-ep-35003,2010,1285.18,0
Guangdong-Hydro_Pumped-ep-35004,2010,1285.18,0
Jiangsu-Hydro_Pumped-ep-35005,2010,1092.4,0
Zhejiang-Hydro_Pumped-ep-35006,2010,642.59,0
Guangdong-Hydro_Pumped-ep-35007,2010,2625.57,0
Hebei-Hydro_Pumped-ep-35008,2010,3858.45,0
Hebei-Hydro_Pumped-ep-35010,1968,11,0
Beijing-Hydro_Pumped-ep-35011,1975,22,0
Hebei-Hydro_Pumped-ep-35012,1992,270,0
Sichuan-Hydro_Pumped-ep-35013,1992,2,0
Guangdong-Hydro_Pumped-ep-35014,1994,1200,0
Beijing-Hydro_Pumped-ep-35015,1997,800,0
Tibet-Hydro_Pumped-ep-35016,1997,90,0
Zhejiang-Hydro_Pumped-ep-35017,1998,80,0
Zhejiang-Hydro_Pumped-ep-35018,2000,1800,0
Guangdong-Hydro_Pumped-ep-35019,2000,1200,0
Anhui-Hydro_Pumped-ep-35020,2000,80,0
Hubei-Hydro_Pumped-ep-35021,2001,70,0
Jiangsu-Hydro_Pumped-ep-35022,2002,100,0
Zhejiang-Hydro_Pumped-ep-35023,2006,1200,0
Jilin-Hydro_Pumped-ep-35024,2006,300,0
Henan-Hydro_Pumped-ep-35025,2005,120,0
Shandong-Hydro_Pumped-ep-35026,2007,1000,0
Anhui-Hydro_Pumped-ep-35027,2007,600,0
Jiangsu-Hydro_Pumped-ep-35028,2008,1000,0
Shanxi-Hydro_Pumped-ep-35029,2008,1200,0
Hebei-Hydro_Pumped-ep-35030,2008,1000,0
Guangdong-Hydro_Pumped-ep-35031,2009,2400,0
Liaoning-Hydro_Pumped-ep-35032,2010,1200,0
Hebei-Hydro_Pumped-ep-35033,2020,3600,0
Liaoning-Hydro_Pumped-ep-35034,2020,1800,0
Jilin-Hydro_Pumped-ep-35035,2020,1400,0
Heilongjiang-Hydro_Pumped-ep-35036,2020,1200,0
Jiangsu-Hydro_Pumped-ep-35037,2020,1350,0
Zhejiang-Hydro_Pumped-ep-35038,2020,2100,0
Anhui-Hydro_Pumped-ep-35039,2020,1800,0
Anhui-Hydro_Pumped-ep-35040,2020,1200,0
Fujian-Hydro_Pumped-ep-35041,2020,1400,0
Shandong-Hydro_Pumped-ep-35042,2020,1800,0
Shandong-Hydro_Pumped-ep-35043,2020,1200,0
Henan-Hydro_Pumped-ep-35044,2020,1200,0
Guangdong-Hydro_Pumped-ep-35045,2020,1200,0
Guangdong-Hydro_Pumped-ep-35046,2020,900,0
Guangdong-Hydro_Pumped-ep-35047,2020,1200,0
Hainan-Hydro_Pumped-ep-35048,2020,400,0
Chongqing-Hydro_Pumped-ep-35049,2020,1200,0
Shaanxi-Hydro_Pumped-ep-35050,2020,1400,0
Xinjiang-Hydro_Pumped-ep-35051,2020,1200,0
Guangdong-Hydro_Pumped-ep-35052,2016,960,0
Jiangxi-Hydro_Pumped-ep-35053,2016,1200,0
Zhejiang-Hydro_Pumped-ep-35054,2016,1500,0
Fujian-Wind_EP-ep-40001,2012,304,0
Hebei-Wind_EP-ep-40002,2012,2425.2,0
Shanghai-Wind_EP-ep-40003,2016,100.8,0
Shaanxi-Wind_EP-ep-40004,2015,298,0
Hainan-Wind_EP-ep-40005,2017,3.8,0
Xinjiang-Wind_EP-ep-40006,2017,299,0
East_Inner_Mongolia-Wind_EP-ep-40007,2007,317.65,0
Fujian-Wind_EP-ep-40008,2007,230,0
Gansu-Wind_EP-ep-40009,2007,260,0
Guangdong-Wind_EP-ep-40010,2007,250,0
Hainan-Wind_EP-ep-40011,2007,10,0
Hebei-Wind_EP-ep-40012,2007,410,0
Heilongjiang-Wind_EP-ep-40013,2007,230,0
Hubei-Wind_EP-ep-40014,2007,10,0
Jiangsu-Wind_EP-ep-40015,2007,250,0
Jilin-Wind_EP-ep-40016,2007,470,0
Liaoning-Wind_EP-ep-40017,2007,350,0
Ningxia-Wind_EP-ep-40018,2007,50,0
Shandong-Wind_EP-ep-40019,2007,210,0
Shanghai-Wind_EP-ep-40020,2007,20,0
West_Inner_Mongolia-Wind_EP-ep-40021,2007,762.35,0
Xinjiang-Wind_EP-ep-40022,2007,330,0
Zhejiang-Wind_EP-ep-40023,2007,40,0
East_Inner_Mongolia-Wind_EP-ep-40024,2008,358.82,0
Fujian-Wind_EP-ep-40025,2008,30,0
Gansu-Wind_EP-ep-40026,2008,340,0
Guangdong-Wind_EP-ep-40027,2008,40,0
Hebei-Wind_EP-ep-40028,2008,290,0
Heilongjiang-Wind_EP-ep-40029,2008,390,0
Henan-Wind_EP-ep-40030,2008,30,0
Jiangsu-Wind_EP-ep-40031,2008,360,0
Jiangxi-Wind_EP-ep-40032,2008,30,0
Jilin-Wind_EP-ep-40033,2008,290,0
Liaoning-Wind_EP-ep-40034,2008,500,0
Ningxia-Wind_EP-ep-40035,2008,120,0
Shandong-Wind_EP-ep-40036,2008,160,0
Shanghai-Wind_EP-ep-40037,2008,20,0
West_Inner_Mongolia-Wind_EP-ep-40038,2008,861.18,0
Xinjiang-Wind_EP-ep-40039,2008,180,0
Yunnan-Wind_EP-ep-40040,2008,80,0
Zhejiang-Wind_EP-ep-40041,2008,110,0
Beijing-Wind_EP-ep-40042,2009,50,0
Chongqing-Wind_EP-ep-40043,2009,10,0
East_Inner_Mongolia-Wind_EP-ep-40044,2009,1211.76,0
Fujian-Wind_EP-ep-40045,2009,200,0
Gansu-Wind_EP-ep-40046,2009,150,0
Guangdong-Wind_EP-ep-40047,2009,270,0
Hainan-Wind_EP-ep-40048,2009,50,0
Hebei-Wind_EP-ep-40049,2009,660,0
Heilongjiang-Wind_EP-ep-40050,2009,580,0
Henan-Wind_EP-ep-40051,2009,20,0
Hunan-Wind_EP-ep-40052,2009,2,0
Jiangsu-Wind_EP-ep-40053,2009,340,0
Jiangxi-Wind_EP-ep-40054,2009,30,0
Jilin-Wind_EP-ep-40055,2009,720,0
Liaoning-Wind_EP-ep-40056,2009,890,0
Ningxia-Wind_EP-ep-40057,2009,80,0
Shandong-Wind_EP-ep-40058,2009,490,0
Shanxi-Wind_EP-ep-40059,2009,120,0
West_Inner_Mongolia-Wind_EP-ep-40060,2009,2908.24,0
Xinjiang-Wind_EP-ep-40061,2009,350,0
Zhejiang-Wind_EP-ep-40062,2009,80,0
Shanxi-Wind_EP-ep-40063,2010,250,0
Tianjin-Wind_EP-ep-40064,2010,30,0
West_Inner_Mongolia-Wind_EP-ep-40065,2010,2336.47,0
Xinjiang-Wind_EP-ep-40066,2010,500,0
Yunnan-Wind_EP-ep-40067,2010,260,0
Zhejiang-Wind_EP-ep-40068,2010,20,0
Shandong-Wind_EP-ep-40069,2011,1040,0
Shanghai-Wind_EP-ep-40070,2011,69.4,0
Shanxi-Wind_EP-ep-40071,2011,532.5,0
Sichuan-Wind_EP-ep-40072,2011,16,0
Tianjin-Wind_EP-ep-40073,2011,99.5,0
West_Inner_Mongolia-Wind_EP-ep-40074,2011,2760.28,0
Xinjiang-Wind_EP-ep-40075,2011,518.1,0
Yunnan-Wind_EP-ep-40076,2011,410,0
Zhejiang-Wind_EP-ep-40077,2011,72.2,0
Anhui-Wind_EP-ep-40078,2012,97.5,0
Beijing-Wind_EP-ep-40079,2012,36,0
East_Inner_Mongolia-Wind_EP-ep-40080,2012,792.79,0
Gansu-Wind_EP-ep-40081,2012,516,0
Guangxi-Wind_EP-ep-40082,2012,49.5,0
Guizhou-Wind_EP-ep-40083,2012,922.6,0
Hainan-Wind_EP-ep-40084,2012,48,0
Heilongjiang-Wind_EP-ep-40085,2012,678.8,0
Henan-Wind_EP-ep-40086,2012,45,0
Hubei-Wind_EP-ep-40087,2012,64.8,0
Hunan-Wind_EP-ep-40088,2012,133.5,0
Jiangsu-Wind_EP-ep-40089,2012,417.9,0
Jiangxi-Wind_EP-ep-40090,2012,67.5,0
Jilin-Wind_EP-ep-40091,2012,445,0
Liaoning-Wind_EP-ep-40092,2012,888.4,0
Ningxia-Wind_EP-ep-40093,2012,1529.1,0
Shaanxi-Wind_EP-ep-40094,2012,49.5,0
Shandong-Wind_EP-ep-40095,2012,1401.4,0
Shanghai-Wind_EP-ep-40096,2012,20,0
Shanxi-Wind_EP-ep-40097,2012,1072.5,0
Tianjin-Wind_EP-ep-40098,2012,103.5,0
West_Inner_Mongolia-Wind_EP-ep-40099,2012,1902.71,0
Xinjiang-Wind_EP-ep-40100,2012,1286,0
Yunnan-Wind_EP-ep-40101,2012,508.5,0
Zhejiang-Wind_EP-ep-40102,2012,74.8,0
Anhui-Wind_EP-ep-40103,2013,196.5,0
Chongqing-Wind_EP-ep-40104,2013,49.5,0
East_Inner_Mongolia-Wind_EP-ep-40105,2013,472.03,0
Fujian-Wind_EP-ep-40106,2013,339.5,0
Gansu-Wind_EP-ep-40107,2013,1056.5,0
Guangdong-Wind_EP-ep-40108,2013,885.2,0
Guangxi-Wind_EP-ep-40109,2013,271,0
Guizhou-Wind_EP-ep-40110,2013,383.5,0
Hebei-Wind_EP-ep-40111,2013,1108.2,0
Heilongjiang-Wind_EP-ep-40112,2013,689.9,0
Henan-Wind_EP-ep-40113,2013,116.8,0
Hubei-Wind_EP-ep-40114,2013,186.1,0
Hunan-Wind_EP-ep-40115,2013,147.5,0
Jiangsu-Wind_EP-ep-40116,2013,564,0
Jiangxi-Wind_EP-ep-40117,2013,97.5,0
Jilin-Wind_EP-ep-40118,2013,475.5,0
Liaoning-Wind_EP-ep-40119,2013,722,0
Ningxia-Wind_EP-ep-40120,2013,371.5,0
Qinghai-Wind_EP-ep-40121,2013,84,0
Shaanxi-Wind_EP-ep-40122,2013,445.5,0
Shandong-Wind_EP-ep-40123,2013,1180.9,0
Shanghai-Wind_EP-ep-40124,2013,88,0
Shanxi-Wind_EP-ep-40125,2013,1184.5,0
Sichuan-Wind_EP-ep-40126,2013,93.5,0
West_Inner_Mongolia-Wind_EP-ep-40127,2013,1132.87,0
Xinjiang-Wind_EP-ep-40128,2013,1842.2,0
Yunnan-Wind_EP-ep-40129,2013,420,0
Zhejiang-Wind_EP-ep-40130,2013,49.5,0
Anhui-Wind_EP-ep-40131,2014,330.8,0
East_Inner_Mongolia-Wind_EP-ep-40132,2014,812.35,0
Fujian-Wind_EP-ep-40133,2014,38.5,0
Gansu-Wind_EP-ep-40134,2014,3047.5,0
Guangdong-Wind_EP-ep-40135,2014,119.9,0
Guizhou-Wind_EP-ep-40136,2014,977.9,0
Hainan-Wind_EP-ep-40137,2014,8,0
Hebei-Wind_EP-ep-40138,2014,1772,0
Heilongjiang-Wind_EP-ep-40139,2014,384,0
Henan-Wind_EP-ep-40140,2014,169,0
Hubei-Wind_EP-ep-40141,2014,415.6,0
Hunan-Wind_EP-ep-40142,2014,361.9,0
Jiangsu-Wind_EP-ep-40143,2014,460.4,0
Jiangxi-Wind_EP-ep-40144,2014,69,0
Jilin-Wind_EP-ep-40145,2014,305.5,0
Liaoning-Wind_EP-ep-40146,2014,450.2,0
Ningxia-Wind_EP-ep-40147,2014,1160.2,0
Qinghai-Wind_EP-ep-40148,2014,217.5,0
Shaanxi-Wind_EP-ep-40149,2014,247.5,0
Shandong-Wind_EP-ep-40150,2014,1256.9,0
Shanghai-Wind_EP-ep-40151,2014,48,0
Shanxi-Wind_EP-ep-40152,2014,1252.5,0
Sichuan-Wind_EP-ep-40153,2014,178.5,0
Tianjin-Wind_EP-ep-40154,2014,52.5,0
West_Inner_Mongolia-Wind_EP-ep-40156,2014,1949.65,0
Xinjiang-Wind_EP-ep-40157,2014,3033.1,0
Yunnan-Wind_EP-ep-40158,2014,1119,0
Zhejiang-Wind_EP-ep-40159,2014,283.5,0
Anhui-Wind_EP-ep-40160,2015,532.4,0
East_Inner_Mongolia-Wind_EP-ep-40161,2015,1043.47,0
Fujian-Wind_EP-ep-40162,2015,222,0
Gansu-Wind_EP-ep-40163,2015,2446.5,0
Guangdong-Wind_EP-ep-40164,2015,357,0
Guangxi-Wind_EP-ep-40165,2015,253.5,0
Guizhou-Wind_EP-ep-40166,2015,900,0
Hebei-Wind_EP-ep-40167,2015,597.7,0
Heilongjiang-Wind_EP-ep-40168,2015,725.3,0
Henan-Wind_EP-ep-40169,2015,473.3,0
Hubei-Wind_EP-ep-40170,2015,578.1,0
Hunan-Wind_EP-ep-40171,2015,857.2,0
Jiangsu-Wind_EP-ep-40172,2015,1099.5,0
Jiangxi-Wind_EP-ep-40173,2015,306.7,0
Jilin-Wind_EP-ep-40174,2015,364,0
Liaoning-Wind_EP-ep-40175,2015,304.5,0
Ningxia-Wind_EP-ep-40176,2015,4043.2,0
Qinghai-Wind_EP-ep-40177,2015,148.5,0
Shandong-Wind_EP-ep-40178,2015,955.3,0
Shanghai-Wind_EP-ep-40179,2015,245.7,0
Shanxi-Wind_EP-ep-40180,2015,2276.8,0
Sichuan-Wind_EP-ep-40181,2015,445.5,0
West_Inner_Mongolia-Wind_EP-ep-40182,2015,2504.33,0
Xinjiang-Wind_EP-ep-40183,2015,8872.4,0
Yunnan-Wind_EP-ep-40184,2015,1326.5,0
Zhejiang-Wind_EP-ep-40185,2015,312.2,0
Anhui-Wind_EP-ep-40186,2016,411.4,0
Beijing-Wind_EP-ep-40187,2016,36,0
Chongqing-Wind_EP-ep-40188,2016,183.2,0
East_Inner_Mongolia-Wind_EP-ep-40189,2016,386.73,0
Fujian-Wind_EP-ep-40190,2016,419.5,0
Gansu-Wind_EP-ep-40191,2016,249.7,0
Guangdong-Wind_EP-ep-40192,2016,580.8,0
Guangxi-Wind_EP-ep-40193,2016,246.5,0
Guizhou-Wind_EP-ep-40194,2016,389.8,0
Hebei-Wind_EP-ep-40195,2016,1653.5,0
Heilongjiang-Wind_EP-ep-40196,2016,579.2,0
Henan-Wind_EP-ep-40197,2016,129,0
Hubei-Wind_EP-ep-40198,2016,665.3,0
Hunan-Wind_EP-ep-40199,2016,610.8,0
Jiangsu-Wind_EP-ep-40200,2016,1491.3,0
Jiangxi-Wind_EP-ep-40201,2016,402.5,0
Jilin-Wind_EP-ep-40202,2016,603,0
Liaoning-Wind_EP-ep-40203,2016,558.5,0
Ningxia-Wind_EP-ep-40204,2016,1194.9,0
Qinghai-Wind_EP-ep-40205,2016,218.5,0
Shaanxi-Wind_EP-ep-40206,2016,1349,0
Shandong-Wind_EP-ep-40207,2016,1174.5,0
Shanxi-Wind_EP-ep-40208,2016,1018.5,0
Sichuan-Wind_EP-ep-40209,2016,513.5,0
West_Inner_Mongolia-Wind_EP-ep-40210,2016,928.17,0
Xinjiang-Wind_EP-ep-40211,2016,848.5,0
Yunnan-Wind_EP-ep-40212,2016,3250.4,0
Zhejiang-Wind_EP-ep-40213,2016,147.6,0
Anhui-Wind_EP-ep-40214,2017,407.4,0
Beijing-Wind_EP-ep-40215,2017,2.5,0
Chongqing-Wind_EP-ep-40216,2017,50,0
East_Inner_Mongolia-Wind_EP-ep-40217,2017,334.5,0
Fujian-Wind_EP-ep-40218,2017,377.1,0
Gansu-Wind_EP-ep-40219,2017,49.5,0
Guangdong-Wind_EP-ep-40220,2017,664.5,0
Guangxi-Wind_EP-ep-40221,2017,824.4,0
Guizhou-Wind_EP-ep-40222,2017,73,0
Heilongjiang-Wind_EP-ep-40223,2017,94.5,0
Henan-Wind_EP-ep-40224,2017,1290.1,0
Hubei-Wind_EP-ep-40225,2017,518,0
Hunan-Wind_EP-ep-40226,2017,467.8,0
Jiangsu-Wind_EP-ep-40227,2017,942.2,0
Jiangxi-Wind_EP-ep-40228,2017,611.5,0
Liaoning-Wind_EP-ep-40229,2017,159.5,0
Qinghai-Wind_EP-ep-40230,2017,934.5,0
Shaanxi-Wind_EP-ep-40231,2017,1147.9,0
Shandong-Wind_EP-ep-40232,2017,2222.4,0
Shanxi-Wind_EP-ep-40233,2017,1009,0
Sichuan-Wind_EP-ep-40234,2017,857.5,0
West_Inner_Mongolia-Wind_EP-ep-40235,2017,802.8,0
Yunnan-Wind_EP-ep-40236,2017,812.1,0
Zhejiang-Wind_EP-ep-40237,2017,140.1,0
Beijing-Wind_EP-ep-40238,2010,60,0
Chongqing-Wind_EP-ep-40239,2010,40,0
East_Inner_Mongolia-Wind_EP-ep-40240,2010,973.53,0
Fujian-Wind_EP-ep-40241,2010,90,0
Gansu-Wind_EP-ep-40242,2010,640,0
Guangdong-Wind_EP-ep-40243,2010,60,0
Hainan-Wind_EP-ep-40244,2010,150,0
Hebei-Wind_EP-ep-40245,2010,2360,0
Heilongjiang-Wind_EP-ep-40246,2010,710,0
Hubei-Wind_EP-ep-40247,2010,50,0
Hunan-Wind_EP-ep-40248,2010,36,0
Jiangsu-Wind_EP-ep-40249,2010,420,0
Jiangxi-Wind_EP-ep-40250,2010,20,0
Jilin-Wind_EP-ep-40251,2010,730,0
Liaoning-Wind_EP-ep-40252,2010,1340,0
Ningxia-Wind_EP-ep-40253,2010,260,0
Shandong-Wind_EP-ep-40254,2010,520,0
Shanghai-Wind_EP-ep-40255,2010,100,0
Anhui-Wind_EP-ep-40256,2011,198,0
Beijing-Wind_EP-ep-40257,2011,4,0
East_Inner_Mongolia-Wind_EP-ep-40258,2011,1150.12,0
Fujian-Wind_EP-ep-40259,2011,268,0
Gansu-Wind_EP-ep-40260,2011,4065.6,0
Guangdong-Wind_EP-ep-40261,2011,225.5,0
Guangxi-Wind_EP-ep-40262,2011,49.5,0
Guizhou-Wind_EP-ep-40263,2011,42,0
Hainan-Wind_EP-ep-40264,2011,44.7,0
Hebei-Wind_EP-ep-40265,2011,600,0
Heilongjiang-Wind_EP-ep-40266,2011,642.8,0
Henan-Wind_EP-ep-40267,2011,57.5,0
Hubei-Wind_EP-ep-40268,2011,40.4,0
Hunan-Wind_EP-ep-40269,2011,18,0
Jiangsu-Wind_EP-ep-40270,2011,210.3,0
Jiangxi-Wind_EP-ep-40271,2011,53.5,0
Jilin-Wind_EP-ep-40272,2011,643.8,0
Liaoning-Wind_EP-ep-40273,2011,943.3,0
Ningxia-Wind_EP-ep-40274,2011,607.3,0
Qinghai-Wind_EP-ep-40275,2011,17,0
Shaanxi-Wind_EP-ep-40276,2011,97,0
Guangxi-Central_PV_EP-ep-50001,2014,24,0
Hebei-Central_PV_EP-ep-50002,2017,4255.3,0
Shanghai-Central_PV_EP-ep-50003,2016,141.9,0
Shandong-Central_PV_EP-ep-50004,2011,37.3,0
Shanghai-Central_PV_EP-ep-50005,2011,14.4,0
Shanxi-Central_PV_EP-ep-50006,2011,15,0
West_Inner_Mongolia-Central_PV_EP-ep-50008,2011,7.06,0
Xinjiang-Central_PV_EP-ep-50009,2011,24,0
Yunnan-Central_PV_EP-ep-50010,2011,20,0
Zhejiang-Central_PV_EP-ep-50011,2011,7.9,0
Anhui-Central_PV_EP-ep-50012,2012,14.6,0
East_Inner_Mongolia-Central_PV_EP-ep-50013,2012,25.71,0
Gansu-Central_PV_EP-ep-50014,2012,312,0
Hubei-Central_PV_EP-ep-50015,2012,7.1,0
Jiangsu-Central_PV_EP-ep-50016,2012,179.4,0
Ningxia-Central_PV_EP-ep-50017,2012,39.5,0
Qinghai-Central_PV_EP-ep-50018,2012,403,0
Shaanxi-Central_PV_EP-ep-50019,2012,1,0
Shandong-Central_PV_EP-ep-50020,2012,29,0
West_Inner_Mongolia-Central_PV_EP-ep-50022,2012,61.69,0
Xinjiang-Central_PV_EP-ep-50023,2012,156,0
Yunnan-Central_PV_EP-ep-50024,2012,10,0
Zhejiang-Central_PV_EP-ep-50025,2012,4.3,0
Anhui-Central_PV_EP-ep-50026,2013,31.4,0
East_Inner_Mongolia-Central_PV_EP-ep-50027,2013,131.74,0
Fujian-Central_PV_EP-ep-50028,2013,26.3,0
Gansu-Central_PV_EP-ep-50029,2013,3916.4,0
Guangdong-Central_PV_EP-ep-50030,2013,8,0
Guangxi-Central_PV_EP-ep-50031,2013,40,0
Hainan-Central_PV_EP-ep-50032,2013,68.7,0
Hebei-Central_PV_EP-ep-50033,2013,71,0
Henan-Central_PV_EP-ep-50034,2013,20,0
Hubei-Central_PV_EP-ep-50035,2013,35.9,0
Hunan-Central_PV_EP-ep-50036,2013,1,0
Jiangsu-Central_PV_EP-ep-50037,2013,615.6,0
Jiangxi-Central_PV_EP-ep-50038,2013,75.7,0
Liaoning-Central_PV_EP-ep-50039,2013,23.3,0
Ningxia-Central_PV_EP-ep-50040,2013,1020,0
Qinghai-Central_PV_EP-ep-50041,2013,2117.9,0
Shaanxi-Central_PV_EP-ep-50042,2013,42.2,0
Shandong-Central_PV_EP-ep-50043,2013,51.5,0
Shanghai-Central_PV_EP-ep-50044,2013,0.9,0
Shanxi-Central_PV_EP-ep-50045,2013,20,0
Sichuan-Central_PV_EP-ep-50046,2013,33.2,0
Tianjin-Central_PV_EP-ep-50047,2013,1.9,0
West_Inner_Mongolia-Central_PV_EP-ep-50049,2013,316.16,0
Xinjiang-Central_PV_EP-ep-50050,2013,2590,0
Yunnan-Central_PV_EP-ep-50051,2013,80,0
Zhejiang-Central_PV_EP-ep-50052,2013,168.2,0
Anhui-Central_PV_EP-ep-50053,2014,404.1,0
Beijing-Central_PV_EP-ep-50054,2014,32.8,0
Chongqing-Central_PV_EP-ep-50055,2014,0.2,0
East_Inner_Mongolia-Central_PV_EP-ep-50056,2014,678.82,0
Fujian-Central_PV_EP-ep-50057,2014,57.1,0
Gansu-Central_PV_EP-ep-50058,2014,874.2,0
Guangdong-Central_PV_EP-ep-50059,2014,453,0
Hainan-Central_PV_EP-ep-50060,2014,148.9,0
Hebei-Central_PV_EP-ep-50061,2014,1154.7,0
Heilongjiang-Central_PV_EP-ep-50062,2014,11.9,0
Henan-Central_PV_EP-ep-50063,2014,264,0
Hubei-Central_PV_EP-ep-50064,2014,41.1,0
Hunan-Central_PV_EP-ep-50065,2014,87.8,0
Jiangsu-Central_PV_EP-ep-50066,2014,1516,0
Jiangxi-Central_PV_EP-ep-50067,2014,174.5,0
Jilin-Central_PV_EP-ep-50068,2014,61,0
Liaoning-Central_PV_EP-ep-50069,2014,46.6,0
Ningxia-Central_PV_EP-ep-50070,2014,186.5,0
Qinghai-Central_PV_EP-ep-50071,2014,633.6,0
Shaanxi-Central_PV_EP-ep-50072,2014,758.3,0
Shandong-Central_PV_EP-ep-50073,2014,280,0
Shanghai-Central_PV_EP-ep-50074,2014,72.3,0
Shanxi-Central_PV_EP-ep-50075,2014,409,0
Sichuan-Central_PV_EP-ep-50076,2014,24.2,0
Tianjin-Central_PV_EP-ep-50077,2014,71.4,0
West_Inner_Mongolia-Central_PV_EP-ep-50079,2014,1629.18,0
Xinjiang-Central_PV_EP-ep-50080,2014,990.3,0
Yunnan-Central_PV_EP-ep-50081,2014,184,0
Zhejiang-Central_PV_EP-ep-50082,2014,415.2,0
