GENERATION_PROJECT,gen_dbid,gen_tech,gen_energy_source,gen_load_zone,gen_max_age,gen_is_variable,gen_is_flexible_baseload,gen_is_baseload,gen_can_provide_spinning_reserves,gen_can_provide_quickstart_reserves,gen_full_load_heat_rate,gen_variable_om,gen_connect_cost_per_mw,gen_scheduled_outage_rate,gen_forced_outage_rate,gen_capacity_limit_mw,gen_min_build_capacity,gen_is_cogen,gen_storage_efficiency,gen_min_load_fraction,gen_is_pumped_hydro
Jilin-Coal_300_RC-11787,new.11787,Coal_300_RC,Coal,Jilin,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.92,5,300,0.37,0.05,.,300,FALSE,.,0.4,FALSE
Jilin-Coal_300_RC-11803,new.11803,Coal_300_RC,Coal,Jilin,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.92,5,300,0.37,0.05,.,300,FALSE,.,0.4,FALSE
Jilin-Coal_600_DRY-11699,new.11699,Coal_600_DRY,Coal,Jilin,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.94,5,300,0.34,0.05,.,600,FALSE,.,0.4,FALSE
Jilin-Coal_600_DRY-11715,new.11715,Coal_600_DRY,Coal,Jilin,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.94,5,300,0.34,0.05,.,600,FALSE,.,0.4,FALSE
Jilin-Coal_600_DRY-11731,new.11731,Coal_600_DRY,Coal,Jilin,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.94,5,300,0.34,0.05,.,600,FALSE,.,0.4,FALSE
Jilin-Coal_600_DRY-11747,new.11747,Coal_600_DRY,Coal,Jilin,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.94,5,300,0.34,0.05,.,600,FALSE,.,0.4,FALSE
Jilin-Coal_600_DRY-11763,new.11763,Coal_600_DRY,Coal,Jilin,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.94,5,300,0.34,0.05,.,600,FALSE,.,0.4,FALSE
Jilin-Coal_600_DRY-11779,new.11779,Coal_600_DRY,Coal,Jilin,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.94,5,300,0.34,0.05,.,600,FALSE,.,0.4,FALSE
Jilin-Coal_600_DRY-11795,new.11795,Coal_600_DRY,Coal,Jilin,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.94,5,300,0.34,0.05,.,600,FALSE,.,0.4,FALSE
Jilin-Coal_600_DRY-11811,new.11811,Coal_600_DRY,Coal,Jilin,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.94,5,300,0.34,0.05,.,600,FALSE,.,0.4,FALSE
Jilin-Coal_600_RC-11689,new.11689,Coal_600_RC,Coal,Jilin,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.45,5,300,0.34,0.05,.,600,FALSE,.,0.4,FALSE
Jilin-Coal_600_RC-11705,new.11705,Coal_600_RC,Coal,Jilin,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.45,5,300,0.34,0.05,.,600,FALSE,.,0.4,FALSE
Jilin-Coal_600_RC-11721,new.11721,Coal_600_RC,Coal,Jilin,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.45,5,300,0.34,0.05,.,600,FALSE,.,0.4,FALSE
Jilin-Coal_600_RC-11737,new.11737,Coal_600_RC,Coal,Jilin,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.45,5,300,0.34,0.05,.,600,FALSE,.,0.4,FALSE
Jilin-Coal_600_RC-11753,new.11753,Coal_600_RC,Coal,Jilin,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.45,5,300,0.34,0.05,.,600,FALSE,.,0.4,FALSE
Jilin-Coal_600_RC-11769,new.11769,Coal_600_RC,Coal,Jilin,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.45,5,300,0.34,0.05,.,600,FALSE,.,0.4,FALSE
Jilin-Coal_600_RC-11785,new.11785,Coal_600_RC,Coal,Jilin,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.45,5,300,0.34,0.05,.,600,FALSE,.,0.4,FALSE
Jilin-Coal_600_RC-11801,new.11801,Coal_600_RC,Coal,Jilin,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.45,5,300,0.34,0.05,.,600,FALSE,.,0.4,FALSE
Jilin-Coal_IGCC_RC-11693,new.11693,Coal_IGCC_RC,Coal,Jilin,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.89,5,300,0.52,0.05,.,265,FALSE,.,0.4,FALSE
Jilin-Coal_IGCC_RC-11709,new.11709,Coal_IGCC_RC,Coal,Jilin,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.89,5,300,0.52,0.05,.,265,FALSE,.,0.4,FALSE
Jilin-Coal_IGCC_RC-11725,new.11725,Coal_IGCC_RC,Coal,Jilin,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.89,5,300,0.52,0.05,.,265,FALSE,.,0.4,FALSE
Jilin-Coal_IGCC_RC-11741,new.11741,Coal_IGCC_RC,Coal,Jilin,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.89,5,300,0.52,0.05,.,265,FALSE,.,0.4,FALSE
Jilin-Coal_IGCC_RC-11757,new.11757,Coal_IGCC_RC,Coal,Jilin,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.89,5,300,0.52,0.05,.,265,FALSE,.,0.4,FALSE
Jilin-Coal_IGCC_RC-11773,new.11773,Coal_IGCC_RC,Coal,Jilin,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.89,5,300,0.52,0.05,.,265,FALSE,.,0.4,FALSE
Jilin-Coal_IGCC_RC-11789,new.11789,Coal_IGCC_RC,Coal,Jilin,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.89,5,300,0.52,0.05,.,265,FALSE,.,0.4,FALSE
Jilin-Coal_IGCC_RC-11805,new.11805,Coal_IGCC_RC,Coal,Jilin,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.89,5,300,0.52,0.05,.,265,FALSE,.,0.4,FALSE
Jilin-Coal_Small_OT-ep-675,existing.675,Coal_Small_OT,Coal,Jilin,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.66,3,0,0.52,0.05,332,25,FALSE,.,0.4,FALSE
Jilin-Coal_Small_RC-ep-663,existing.663,Coal_Small_RC,Coal,Jilin,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.68,3,0,0.52,0.05,693,25,FALSE,.,0.4,FALSE
Jilin-Coal_Small_RC-ep-710,existing.710,Coal_Small_RC,Coal,Jilin,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.68,3,0,0.52,0.05,109,25,FALSE,.,0.4,FALSE
Jilin-Coal_Small_RC-ep-715,existing.715,Coal_Small_RC,Coal,Jilin,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.68,3,0,0.52,0.05,86,25,FALSE,.,0.4,FALSE
Jilin-Coal_Small_RC-ep-719,existing.719,Coal_Small_RC,Coal,Jilin,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.68,3,0,0.52,0.05,24,25,FALSE,.,0.4,FALSE
Jilin-Coal_Small_RC-ep-720,existing.720,Coal_Small_RC,Coal,Jilin,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.68,3,0,0.52,0.05,21,25,FALSE,.,0.4,FALSE
Jilin-Coal_Small_RC-ep-721,existing.721,Coal_Small_RC,Coal,Jilin,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.68,3,0,0.52,0.05,18,25,FALSE,.,0.4,FALSE
Jilin-Commercial_PV-172,new.172,Commercial_PV,Solar,Jilin,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,700,0,FALSE,.,0,FALSE
Jilin-Commercial_PV-84,new.84,Commercial_PV,Solar,Jilin,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,700,0,FALSE,.,0,FALSE
Jilin-Commercial_PV-85,new.85,Commercial_PV,Solar,Jilin,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,700,0,FALSE,.,0,FALSE
Jilin-Commercial_PV-86,new.86,Commercial_PV,Solar,Jilin,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,700,0,FALSE,.,0,FALSE
Jilin-EP_Coal_300_DRY-ep-680,existing.680,EP_Coal_300_DRY,Coal,Jilin,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.8,3,0,0.37,0.05,330,300,FALSE,.,0.4,FALSE
Jilin-EP_Coal_300_DRY-ep-681,existing.681,EP_Coal_300_DRY,Coal,Jilin,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.8,3,0,0.37,0.05,330,300,FALSE,.,0.4,FALSE
Jilin-EP_Coal_300_RC-ep-670,existing.670,EP_Coal_300_RC,Coal,Jilin,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,350,300,FALSE,.,0.4,FALSE
Jilin-EP_Coal_300_RC-ep-671,existing.671,EP_Coal_300_RC,Coal,Jilin,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,350,300,FALSE,.,0.4,FALSE
Jilin-EP_Coal_300_RC-ep-672,existing.672,EP_Coal_300_RC,Coal,Jilin,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,350,300,FALSE,.,0.4,FALSE
Jilin-EP_Coal_300_RC-ep-673,existing.673,EP_Coal_300_RC,Coal,Jilin,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,350,300,FALSE,.,0.4,FALSE
Jilin-EP_Coal_300_RC-ep-674,existing.674,EP_Coal_300_RC,Coal,Jilin,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,350,300,FALSE,.,0.4,FALSE
Jilin-EP_Coal_300_RC-ep-676,existing.676,EP_Coal_300_RC,Coal,Jilin,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,330,300,FALSE,.,0.4,FALSE
Jilin-EP_Coal_300_RC-ep-677,existing.677,EP_Coal_300_RC,Coal,Jilin,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,330,300,FALSE,.,0.4,FALSE
Jilin-EP_Coal_300_RC-ep-678,existing.678,EP_Coal_300_RC,Coal,Jilin,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,330,300,FALSE,.,0.4,FALSE
Jilin-EP_Coal_300_RC-ep-679,existing.679,EP_Coal_300_RC,Coal,Jilin,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,330,300,FALSE,.,0.4,FALSE
Jilin-EP_Coal_300_RC-ep-682,existing.682,EP_Coal_300_RC,Coal,Jilin,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,300,300,FALSE,.,0.4,FALSE
Jilin-EP_Coal_300_RC-ep-683,existing.683,EP_Coal_300_RC,Coal,Jilin,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,300,300,FALSE,.,0.4,FALSE
Jilin-EP_Coal_300_RC-ep-684,existing.684,EP_Coal_300_RC,Coal,Jilin,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,300,300,FALSE,.,0.4,FALSE
Jilin-EP_Coal_300_RC-ep-685,existing.685,EP_Coal_300_RC,Coal,Jilin,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,300,300,FALSE,.,0.4,FALSE
Jilin-EP_Coal_300_RC-ep-686,existing.686,EP_Coal_300_RC,Coal,Jilin,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,300,300,FALSE,.,0.4,FALSE
Jilin-EP_Coal_300_RC-ep-687,existing.687,EP_Coal_300_RC,Coal,Jilin,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,300,300,FALSE,.,0.4,FALSE
Jilin-EP_Coal_300_RC-ep-688,existing.688,EP_Coal_300_RC,Coal,Jilin,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,300,300,FALSE,.,0.4,FALSE
Jilin-EP_Coal_300_RC-ep-689,existing.689,EP_Coal_300_RC,Coal,Jilin,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,300,300,FALSE,.,0.4,FALSE
Jilin-EP_Coal_300_RC-ep-690,existing.690,EP_Coal_300_RC,Coal,Jilin,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,300,300,FALSE,.,0.4,FALSE
Jilin-EP_Coal_300_RC-ep-691,existing.691,EP_Coal_300_RC,Coal,Jilin,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,300,300,FALSE,.,0.4,FALSE
Jilin-EP_Coal_300_RC-ep-692,existing.692,EP_Coal_300_RC,Coal,Jilin,35,FALSE,TRUE,FALSE,FALSE,FALSE,8.53,3,0,0.37,0.05,300,300,FALSE,.,0.4,FALSE
Jilin-EP_Coal_600_DRY-ep-668,existing.668,EP_Coal_600_DRY,Coal,Jilin,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.26,3,0,0.34,0.05,600,600,FALSE,.,0.4,FALSE
Jilin-EP_Coal_600_DRY-ep-669,existing.669,EP_Coal_600_DRY,Coal,Jilin,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.26,3,0,0.34,0.05,600,600,FALSE,.,0.4,FALSE
Jilin-EP_Coal_600_RC-ep-664,existing.664,EP_Coal_600_RC,Coal,Jilin,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.93,3,0,0.34,0.05,660,600,FALSE,.,0.4,FALSE
Jilin-EP_Coal_600_RC-ep-665,existing.665,EP_Coal_600_RC,Coal,Jilin,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.93,3,0,0.34,0.05,660,600,FALSE,.,0.4,FALSE
Jilin-EP_Coal_600_RC-ep-666,existing.666,EP_Coal_600_RC,Coal,Jilin,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.93,3,0,0.34,0.05,660,600,FALSE,.,0.4,FALSE
Jilin-EP_Coal_600_RC-ep-667,existing.667,EP_Coal_600_RC,Coal,Jilin,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.93,3,0,0.34,0.05,660,600,FALSE,.,0.4,FALSE
Jilin-Gas_CCGT_RC-11695,new.11695,Gas_CCGT_RC,Gas,Jilin,20,FALSE,FALSE,FALSE,TRUE,TRUE,7.02,2,300,0.65,0.0224,.,150,TRUE,.,0.45,FALSE
Jilin-Gas_CCGT_RC-11711,new.11711,Gas_CCGT_RC,Gas,Jilin,20,FALSE,FALSE,FALSE,TRUE,TRUE,7.02,2,300,0.65,0.0224,.,150,TRUE,.,0.45,FALSE
Jilin-Gas_CCGT_RC-11727,new.11727,Gas_CCGT_RC,Gas,Jilin,20,FALSE,FALSE,FALSE,TRUE,TRUE,7.02,2,300,0.65,0.0224,.,150,TRUE,.,0.45,FALSE
Jilin-Gas_CCGT_RC-11743,new.11743,Gas_CCGT_RC,Gas,Jilin,20,FALSE,FALSE,FALSE,TRUE,TRUE,7.02,2,300,0.65,0.0224,.,150,TRUE,.,0.45,FALSE
Jilin-Gas_CCGT_RC-11759,new.11759,Gas_CCGT_RC,Gas,Jilin,20,FALSE,FALSE,FALSE,TRUE,TRUE,7.02,2,300,0.65,0.0224,.,150,TRUE,.,0.45,FALSE
Jilin-Gas_CCGT_RC-11775,new.11775,Gas_CCGT_RC,Gas,Jilin,20,FALSE,FALSE,FALSE,TRUE,TRUE,7.02,2,300,0.65,0.0224,.,150,TRUE,.,0.45,FALSE
Jilin-Gas_CCGT_RC-11791,new.11791,Gas_CCGT_RC,Gas,Jilin,20,FALSE,FALSE,FALSE,TRUE,TRUE,7.02,2,300,0.65,0.0224,.,150,TRUE,.,0.45,FALSE
Jilin-Gas_CCGT_RC-11807,new.11807,Gas_CCGT_RC,Gas,Jilin,20,FALSE,FALSE,FALSE,TRUE,TRUE,7.02,2,300,0.65,0.0224,.,150,TRUE,.,0.45,FALSE
Jilin-Gas_Combustion_Turbine_RC-13328,new.13328,Gas_Combustion_Turbine_RC,Gas,Jilin,20,FALSE,FALSE,FALSE,TRUE,TRUE,9.76,2,300,0.0318,0.0413,.,0,FALSE,.,0.4,FALSE
Jilin-Hydro_NonPumped-ep-30018,existing.30018,Hydro_NonPumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,85.87,0,FALSE,.,0.3,FALSE
Jilin-Hydro_NonPumped-ep-30049,existing.30049,Hydro_NonPumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,54.94,0,FALSE,.,0.3,FALSE
Jilin-Hydro_NonPumped-ep-30080,existing.30080,Hydro_NonPumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,64,0,FALSE,.,0.3,FALSE
Jilin-Hydro_NonPumped-ep-30111,existing.30111,Hydro_NonPumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,76.8,0,FALSE,.,0.3,FALSE
Jilin-Hydro_NonPumped-ep-30142,existing.30142,Hydro_NonPumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,43.74,0,FALSE,.,0.3,FALSE
Jilin-Hydro_NonPumped-ep-30173,existing.30173,Hydro_NonPumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,59.74,0,FALSE,.,0.3,FALSE
Jilin-Hydro_NonPumped-ep-30204,existing.30204,Hydro_NonPumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,141.34,0,FALSE,.,0.3,FALSE
Jilin-Hydro_NonPumped-ep-30235,existing.30235,Hydro_NonPumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,133.87,0,FALSE,.,0.3,FALSE
Jilin-Hydro_NonPumped-ep-30266,existing.30266,Hydro_NonPumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,100.27,0,FALSE,.,0.3,FALSE
Jilin-Hydro_NonPumped-ep-30297,existing.30297,Hydro_NonPumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,78.4,0,FALSE,.,0.3,FALSE
Jilin-Hydro_NonPumped-ep-30328,existing.30328,Hydro_NonPumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,97.6,0,FALSE,.,0.3,FALSE
Jilin-Hydro_NonPumped-ep-30359,existing.30359,Hydro_NonPumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,149.34,0,FALSE,.,0.3,FALSE
Jilin-Hydro_NonPumped-ep-30390,existing.30390,Hydro_NonPumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,208.54,0,FALSE,.,0.3,FALSE
Jilin-Hydro_NonPumped-ep-30421,existing.30421,Hydro_NonPumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,238.41,0,FALSE,.,0.3,FALSE
Jilin-Hydro_NonPumped-ep-30452,existing.30452,Hydro_NonPumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,166.41,0,FALSE,.,0.3,FALSE
Jilin-Hydro_NonPumped-ep-30483,existing.30483,Hydro_NonPumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,181.34,0,FALSE,.,0.3,FALSE
Jilin-Hydro_NonPumped-ep-30514,existing.30514,Hydro_NonPumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,221.34,0,FALSE,.,0.3,FALSE
Jilin-Hydro_NonPumped-ep-30545,existing.30545,Hydro_NonPumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,284.28,0,FALSE,.,0.3,FALSE
Jilin-Hydro_NonPumped-ep-30571,existing.30571,Hydro_NonPumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,35,0,FALSE,.,0.3,FALSE
Jilin-Hydro_NonPumped-ep-30594,existing.30594,Hydro_NonPumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,35,0,FALSE,.,0.3,FALSE
Jilin-Hydro_NonPumped-ep-30618,existing.30618,Hydro_NonPumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,12.94,0,FALSE,.,0.3,FALSE
Jilin-Hydro_NonPumped-ep-30641,existing.30641,Hydro_NonPumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,20.15,0,FALSE,.,0.3,FALSE
Jilin-Hydro_NonPumped-ep-30664,existing.30664,Hydro_NonPumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,16.91,0,FALSE,.,0.3,FALSE
Jilin-Hydro_NonPumped-ep-30687,existing.30687,Hydro_NonPumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,10,0,FALSE,.,0.3,FALSE
Jilin-Hydro_NonPumped-ep-30715,existing.30715,Hydro_NonPumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,3.2,0,FALSE,.,0.3,FALSE
Jilin-Hydro_NonPumped-ep-30735,existing.30735,Hydro_NonPumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,120,0,FALSE,.,0.3,FALSE
Jilin-Hydro_NonPumped-ep-30758,existing.30758,Hydro_NonPumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,150,0,FALSE,.,0.3,FALSE
Jilin-Hydro_NonPumped-ep-30782,existing.30782,Hydro_NonPumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,20,0,FALSE,.,0.3,FALSE
Jilin-Hydro_NonPumped-ep-30828,existing.30828,Hydro_NonPumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,10,0,FALSE,.,0.3,FALSE
Jilin-Hydro_NonPumped-ep-30846,existing.30846,Hydro_NonPumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,370,0,FALSE,.,0.3,FALSE
Jilin-Hydro_NonPumped-ep-30858,existing.30858,Hydro_NonPumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,64.8,0,FALSE,.,0.3,FALSE
Jilin-Hydro_NonPumped-ep-30909,existing.30909,Hydro_NonPumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,0.4,0,FALSE,.,0.3,FALSE
Jilin-Hydro_NonPumped-ep-30932,existing.30932,Hydro_NonPumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,85.2,0,FALSE,.,0.3,FALSE
Jilin-Hydro_NonPumped-ep-30938,existing.30938,Hydro_NonPumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,33.5,0,FALSE,.,0.3,FALSE
Jilin-Hydro_NonPumped-ep-30959,existing.30959,Hydro_NonPumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,28.5,0,FALSE,.,0.3,FALSE
Jilin-Hydro_NonPumped-ep-31021,existing.31021,Hydro_NonPumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,0,0.094,0.051,1200,0,FALSE,.,0.3,FALSE
Jilin-Hydro_Pumped-ep-35024,existing.35024,Hydro_Pumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,0,0.094,0.051,300,0,FALSE,0.74,0.4,TRUE
Jilin-Hydro_Pumped-ep-35035,existing.35035,Hydro_Pumped,Water,Jilin,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,0,0.094,0.051,1400,0,FALSE,0.74,0.4,TRUE
Jilin-Nuclear_SMR-13327,new.13327,Nuclear_SMR,Uranium,Jilin,40,FALSE,FALSE,TRUE,FALSE,FALSE,10.4,0.5,300,0.1112,0.0272,.,100,FALSE,.,1,FALSE
Jilin-Residential_PV-284,new.284,Residential_PV,Solar,Jilin,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,925,0,FALSE,.,0,FALSE
Jilin-Residential_PV-285,new.285,Residential_PV,Solar,Jilin,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,925,0,FALSE,.,0,FALSE
Jilin-Residential_PV-286,new.286,Residential_PV,Solar,Jilin,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,925,0,FALSE,.,0,FALSE
Jilin-Residential_PV-372,new.372,Residential_PV,Solar,Jilin,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,925,0,FALSE,.,0,FALSE
Jilin-Wind-1181,new.1181,Wind,Wind,Jilin,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,3000,0.0139,0.02,10030,0,FALSE,.,0,FALSE
Jilin-Wind-1188,new.1188,Wind,Wind,Jilin,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,3000,0.0139,0.02,10030,0,FALSE,.,0,FALSE
Jilin-Wind-1190,new.1190,Wind,Wind,Jilin,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,3000,0.0139,0.02,10030,0,FALSE,.,0,FALSE
Jilin-Wind_EP-ep-40016,existing.40016,Wind_EP,Wind,Jilin,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,470,0,FALSE,.,0,FALSE
Jilin-Wind_EP-ep-40033,existing.40033,Wind_EP,Wind,Jilin,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,290,0,FALSE,.,0,FALSE
Jilin-Wind_EP-ep-40055,existing.40055,Wind_EP,Wind,Jilin,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,720,0,FALSE,.,0,FALSE
Jilin-Wind_EP-ep-40091,existing.40091,Wind_EP,Wind,Jilin,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,445,0,FALSE,.,0,FALSE
Jilin-Wind_EP-ep-40118,existing.40118,Wind_EP,Wind,Jilin,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,475.5,0,FALSE,.,0,FALSE
Jilin-Wind_EP-ep-40145,existing.40145,Wind_EP,Wind,Jilin,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,305.5,0,FALSE,.,0,FALSE
Jilin-Wind_EP-ep-40174,existing.40174,Wind_EP,Wind,Jilin,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,364,0,FALSE,.,0,FALSE
Jilin-Wind_EP-ep-40202,existing.40202,Wind_EP,Wind,Jilin,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,603,0,FALSE,.,0,FALSE
