GENERATION_PROJECT,build_year,gen_overnight_cost,gen_fixed_om,gen_storage_energy_overnight_cost
Beijing-Residential_PV-352,2033,2249887,22499,.
Beijing-Residential_PV-352,2038,2200094,22001,.
Beijing-Residential_PV-352,2043,2149909,21499,.
Beijing-Residential_PV-352,2048,2106182,21062,.
Beijing-Residential_PV-353,2023,2398125,23981,.
Beijing-Residential_PV-353,2028,2305552,23055,.
Beijing-Residential_PV-353,2033,2249887,22499,.
Beijing-Residential_PV-353,2038,2200094,22001,.
Beijing-Residential_PV-353,2043,2149909,21499,.
Beijing-Residential_PV-353,2048,2106182,21062,.
Beijing-Wind_EP-ep-40042,2009,1204800,12000,.
Beijing-Wind_EP-ep-40079,2012,1204800,12000,.
Beijing-Wind_EP-ep-40187,2016,1204800,12000,.
Beijing-Wind_EP-ep-40215,2017,1204800,12000,.
Beijing-Wind_EP-ep-40238,2010,1204800,12000,.
Beijing-Wind_EP-ep-40257,2011,1204800,12000,.
Chongqing-Battery_Storage-11171,2023,1485958,13421,0
Chongqing-Battery_Storage-11171,2028,1346607,12162,0
Chongqing-Battery_Storage-11171,2033,1328640,12000,0
Chongqing-Battery_Storage-11171,2038,1328640,12000,0
Chongqing-Battery_Storage-11171,2043,1328640,12000,0
Chongqing-Battery_Storage-11171,2048,1328640,12000,0
Chongqing-Central_PV-406,2023,1200000,12000,.
Chongqing-Central_PV-406,2028,1200000,12000,.
Chongqing-Central_PV-406,2033,1200000,12000,.
Chongqing-Central_PV-406,2038,1200000,12000,.
Chongqing-Central_PV-406,2043,1200000,12000,.
Chongqing-Central_PV-406,2048,1200000,12000,.
Chongqing-Central_PV_EP-ep-50055,2014,1439448,28789,.
Chongqing-Central_PV_EP-ep-50114,2016,1439448,28789,.
Chongqing-Central_PV_EP-ep-50145,2017,1439448,28789,.
Chongqing-Central_PV_EP-ep-50172,2011,1439448,28789,.
Chongqing-Coal_1000_OT-12669,2023,549787,5044,.
Chongqing-Coal_1000_OT-12669,2028,549787,5044,.
Chongqing-Coal_1000_OT-12669,2033,549787,5044,.
Chongqing-Coal_1000_OT-12669,2038,549787,5044,.
Chongqing-Coal_1000_OT-12669,2043,549787,5044,.
Chongqing-Coal_1000_OT-12669,2048,549787,5044,.
Chongqing-Coal_1000_RC-12659,2023,578592,5309,.
Chongqing-Coal_1000_RC-12659,2028,578592,5309,.
Chongqing-Coal_1000_RC-12659,2033,578592,5309,.
Chongqing-Coal_1000_RC-12659,2038,578592,5309,.
Chongqing-Coal_1000_RC-12659,2043,578592,5309,.
Chongqing-Coal_1000_RC-12659,2048,578592,5309,.
Chongqing-Coal_1000_RC-12677,2023,578592,5309,.
Chongqing-Coal_1000_RC-12677,2028,578592,5309,.
Chongqing-Coal_1000_RC-12677,2033,578592,5309,.
Chongqing-Coal_1000_RC-12677,2038,578592,5309,.
Chongqing-Coal_1000_RC-12677,2043,578592,5309,.
Chongqing-Coal_1000_RC-12677,2048,578592,5309,.
Chongqing-Coal_100_OT-ep-2091,1987,805257,15486,.
Chongqing-Coal_100_OT-ep-2092,1986,805257,15486,.
Chongqing-Coal_100_RC-ep-2094,2006,805257,15486,.
Chongqing-Coal_100_RC-ep-2095,2006,805257,15486,.
Chongqing-Coal_100_RC-ep-2096,2008,805257,15486,.
Chongqing-Coal_100_RC-ep-2097,2008,805257,15486,.
Chongqing-Coal_100_RC-ep-2098,2008,805257,15486,.
Chongqing-Coal_300_OT-12673,2023,591611,5689,.
Chongqing-Coal_300_OT-12673,2028,591611,5689,.
Chongqing-Coal_300_OT-12673,2033,591611,5689,.
Chongqing-Coal_300_OT-12673,2038,591611,5689,.
Chongqing-Coal_300_OT-12673,2043,591611,5689,.
Chongqing-Coal_300_OT-12673,2048,591611,5689,.
Chongqing-Coal_300_RC-12663,2023,630091,6059,.
Chongqing-Coal_300_RC-12663,2028,630091,6059,.
Chongqing-Coal_300_RC-12663,2033,630091,6059,.
Chongqing-Coal_300_RC-12663,2038,630091,6059,.
Chongqing-Coal_300_RC-12663,2043,630091,6059,.
Chongqing-Coal_300_RC-12663,2048,630091,6059,.
Chongqing-Coal_300_RC-12681,2023,630091,6059,.
Chongqing-Coal_300_RC-12681,2028,630091,6059,.
Chongqing-Coal_300_RC-12681,2033,630091,6059,.
Chongqing-Coal_300_RC-12681,2038,630091,6059,.
Chongqing-Coal_300_RC-12681,2043,630091,6059,.
Chongqing-Coal_300_RC-12681,2048,630091,6059,.
Chongqing-Coal_600_OT-12671,2023,572364,5251,.
Chongqing-Coal_600_OT-12671,2028,572364,5251,.
Chongqing-Coal_600_OT-12671,2033,572364,5251,.
Chongqing-Coal_600_OT-12671,2038,572364,5251,.
Chongqing-Coal_600_OT-12671,2043,572364,5251,.
Chongqing-Coal_600_OT-12671,2048,572364,5251,.
Chongqing-Coal_600_RC-12661,2023,582951,5349,.
Chongqing-Coal_600_RC-12661,2028,582951,5349,.
Chongqing-Coal_600_RC-12661,2033,582951,5349,.
Chongqing-Coal_600_RC-12661,2038,582951,5349,.
Chongqing-Coal_600_RC-12661,2043,582951,5349,.
Chongqing-Coal_600_RC-12661,2048,582951,5349,.
Chongqing-Coal_600_RC-12679,2023,582951,5349,.
Chongqing-Coal_600_RC-12679,2028,582951,5349,.
Chongqing-Coal_600_RC-12679,2033,582951,5349,.
Chongqing-Coal_600_RC-12679,2038,582951,5349,.
Chongqing-Coal_600_RC-12679,2043,582951,5349,.
Chongqing-Coal_600_RC-12679,2048,582951,5349,.
Chongqing-Coal_IGCC_RC-12665,2023,1634880,15000,.
Chongqing-Coal_IGCC_RC-12665,2028,1634880,15000,.
Chongqing-Coal_IGCC_RC-12665,2033,1634880,15000,.
Chongqing-Coal_IGCC_RC-12665,2038,1634880,15000,.
Chongqing-Coal_IGCC_RC-12665,2043,1634880,15000,.
Chongqing-Coal_IGCC_RC-12665,2048,1634880,15000,.
Chongqing-Coal_IGCC_RC-12683,2023,1634880,15000,.
Chongqing-Coal_IGCC_RC-12683,2028,1634880,15000,.
Chongqing-Coal_IGCC_RC-12683,2033,1634880,15000,.
Chongqing-Coal_IGCC_RC-12683,2038,1634880,15000,.
Chongqing-Coal_IGCC_RC-12683,2043,1634880,15000,.
Chongqing-Coal_IGCC_RC-12683,2048,1634880,15000,.
Chongqing-Coal_Small_OT-ep-2093,1990,774286,15486,.
Chongqing-Coal_Small_RC-ep-2075,1990,774286,15486,.
Chongqing-Coal_Small_RC-ep-2100,1990,774286,15486,.
Chongqing-Coal_Small_RC-ep-2101,1990,774286,15486,.
Chongqing-Commercial_PV-6,2023,1500000,15000,.
Chongqing-Commercial_PV-6,2028,1500000,15000,.
Chongqing-Commercial_PV-6,2033,1500000,15000,.
Chongqing-Commercial_PV-6,2038,1500000,15000,.
Chongqing-Commercial_PV-6,2043,1500000,15000,.
Chongqing-Commercial_PV-6,2048,1500000,15000,.
Chongqing-EP_Coal_1000_RC-ep-2065,2015,582329,10686,.
Chongqing-EP_Coal_1000_RC-ep-2066,2015,582329,10686,.
Chongqing-EP_Coal_300_OT-ep-2076,1998,628457,12086,.
Chongqing-EP_Coal_300_OT-ep-2077,1998,628457,12086,.
Chongqing-EP_Coal_300_OT-ep-2078,1992,628457,12086,.
Chongqing-EP_Coal_300_OT-ep-2079,1991,628457,12086,.
Chongqing-EP_Coal_300_RC-ep-2080,2014,628457,12086,.
Chongqing-EP_Coal_300_RC-ep-2081,2014,628457,12086,.
Chongqing-EP_Coal_300_RC-ep-2082,2015,628457,12086,.
Chongqing-EP_Coal_300_RC-ep-2083,2015,628457,12086,.
Chongqing-EP_Coal_300_RC-ep-2084,2006,628457,12086,.
Chongqing-EP_Coal_300_RC-ep-2085,2006,628457,12086,.
Chongqing-EP_Coal_300_RC-ep-2086,2007,628457,12086,.
Chongqing-EP_Coal_300_RC-ep-2087,2006,628457,12086,.
Chongqing-EP_Coal_300_RC-ep-2088,2005,628457,12086,.
Chongqing-EP_Coal_300_RC-ep-2089,2004,628457,12086,.
Chongqing-EP_Coal_300_RC-ep-2090,2013,628457,12086,.
Chongqing-EP_Coal_600_RC-ep-2067,2014,572986,10514,.
Chongqing-EP_Coal_600_RC-ep-2068,2013,572986,10514,.
Chongqing-EP_Coal_600_RC-ep-2069,2015,572986,10514,.
Chongqing-EP_Coal_600_RC-ep-2070,2015,572986,10514,.
Chongqing-EP_Coal_600_RC-ep-2071,2007,572986,10514,.
Chongqing-EP_Coal_600_RC-ep-2072,2006,572986,10514,.
Chongqing-EP_Coal_600_RC-ep-3174,2017,572986,10514,.
Chongqing-EP_Coal_600_RC-ep-3175,2017,572986,10514,.
Chongqing-EP_Coal_600_RC-ep-3176,2017,572986,10514,.
Chongqing-EP_Coal_600_RC-ep-3177,2017,572986,10514,.
Chongqing-EP_Gas_CCGT_RC-ep-2073,2014,665600,12800,.
Chongqing-EP_Gas_CCGT_RC-ep-2074,2014,665600,12800,.
Chongqing-Gas_CCGT_OT-12675,2023,665600,6400,.
Chongqing-Gas_CCGT_OT-12675,2028,665600,6400,.
Chongqing-Gas_CCGT_OT-12675,2033,665600,6400,.
Chongqing-Gas_CCGT_OT-12675,2038,665600,6400,.
Chongqing-Gas_CCGT_OT-12675,2043,665600,6400,.
Chongqing-Gas_CCGT_OT-12675,2048,665600,6400,.
Chongqing-Gas_CCGT_RC-12667,2023,665600,6400,.
Chongqing-Gas_CCGT_RC-12667,2028,665600,6400,.
Chongqing-Gas_CCGT_RC-12667,2033,665600,6400,.
Chongqing-Gas_CCGT_RC-12667,2038,665600,6400,.
Chongqing-Gas_CCGT_RC-12667,2043,665600,6400,.
Chongqing-Gas_CCGT_RC-12667,2048,665600,6400,.
Chongqing-Gas_CCGT_RC-12685,2023,665600,6400,.
Chongqing-Gas_CCGT_RC-12685,2028,665600,6400,.
Chongqing-Gas_CCGT_RC-12685,2033,665600,6400,.
Chongqing-Gas_CCGT_RC-12685,2038,665600,6400,.
Chongqing-Gas_CCGT_RC-12685,2043,665600,6400,.
Chongqing-Gas_CCGT_RC-12685,2048,665600,6400,.
Chongqing-Gas_Combustion_Turbine_RC-13005,2023,484343,4657,.
Chongqing-Gas_Combustion_Turbine_RC-13005,2028,484343,4657,.
Chongqing-Gas_Combustion_Turbine_RC-13005,2033,484343,4657,.
Chongqing-Gas_Combustion_Turbine_RC-13005,2038,484343,4657,.
Chongqing-Gas_Combustion_Turbine_RC-13005,2043,484343,4657,.
Chongqing-Gas_Combustion_Turbine_RC-13005,2048,484343,4657,.
Chongqing-Hydro_NonPumped-ep-30003,1981,1342278,3300,.
Chongqing-Hydro_NonPumped-ep-30034,1982,1342278,3300,.
Chongqing-Hydro_NonPumped-ep-30065,1983,1342278,3300,.
Chongqing-Hydro_NonPumped-ep-30096,1984,1342278,3300,.
Chongqing-Hydro_NonPumped-ep-30127,1985,1342278,3300,.
Chongqing-Hydro_NonPumped-ep-30158,1986,1342278,3300,.
Chongqing-Hydro_NonPumped-ep-30189,1987,1342278,3300,.
Chongqing-Hydro_NonPumped-ep-30220,1988,1342278,3300,.
Chongqing-Hydro_NonPumped-ep-30251,1989,1342278,3300,.
Chongqing-Hydro_NonPumped-ep-30282,1990,1342278,3300,.
Chongqing-Hydro_NonPumped-ep-30313,1991,1342278,3300,.
Chongqing-Hydro_NonPumped-ep-30344,1992,1342278,3300,.
Chongqing-Hydro_NonPumped-ep-30375,1993,1342278,3300,.
Chongqing-Hydro_NonPumped-ep-30406,1994,1342278,3300,.
Chongqing-Hydro_NonPumped-ep-30437,1995,1342278,3300,.
Chongqing-Hydro_NonPumped-ep-30468,1996,1342278,3300,.
Chongqing-Hydro_NonPumped-ep-30499,1997,1342278,3300,.
Chongqing-Hydro_NonPumped-ep-30530,1998,1342278,3300,.
Chongqing-Hydro_NonPumped-ep-30675,2004,1342278,3300,.
Chongqing-Hydro_NonPumped-ep-30694,1999,1342278,3300,.
Chongqing-Hydro_NonPumped-ep-30697,2000,1342278,3300,.
Chongqing-Hydro_NonPumped-ep-30708,2010,1342278,3300,.
Chongqing-Hydro_NonPumped-ep-30723,2005,1342278,3300,.
Chongqing-Hydro_NonPumped-ep-30746,2006,1342278,3300,.
Chongqing-Hydro_NonPumped-ep-30769,2007,1342278,3300,.
Chongqing-Hydro_NonPumped-ep-30793,2008,1342278,3300,.
Chongqing-Hydro_NonPumped-ep-30813,2009,1342278,3300,.
Chongqing-Hydro_NonPumped-ep-30894,2014,1342278,3300,.
Chongqing-Hydro_NonPumped-ep-30916,2016,1342278,3300,.
Chongqing-Hydro_NonPumped-ep-30935,2013,1342278,3300,.
Chongqing-Hydro_NonPumped-ep-30948,2017,1342278,3300,.
Chongqing-Hydro_NonPumped-ep-30973,2012,1342278,3300,.
Chongqing-Hydro_NonPumped-ep-30993,2015,1342278,3300,.
Chongqing-Hydro_NonPumped-ep-30998,2011,1342278,3300,.
Chongqing-Hydro_NonPumped-ep-31023,2017,1342278,3300,.
Chongqing-Hydro_NonPumped-ep-31024,2017,1342278,3300,.
Chongqing-Hydro_Pumped-ep-35049,2020,1098228,2700,0
Chongqing-Nuclear_SMR-13004,2023,4034304,36000,.
Chongqing-Nuclear_SMR-13004,2028,4034304,36000,.
Chongqing-Nuclear_SMR-13004,2033,4034304,36000,.
Chongqing-Nuclear_SMR-13004,2038,4034304,36000,.
Chongqing-Nuclear_SMR-13004,2043,4034304,36000,.
Chongqing-Nuclear_SMR-13004,2048,4034304,36000,.
Chongqing-Residential_PV-206,2023,2398125,23981,.
Chongqing-Residential_PV-206,2028,2305552,23055,.
Chongqing-Residential_PV-206,2033,2249887,22499,.
Chongqing-Residential_PV-206,2038,2200094,22001,.
Chongqing-Residential_PV-206,2043,2149909,21499,.
Chongqing-Residential_PV-206,2048,2106182,21062,.
Chongqing-Wind-1057,2023,1129443,11249,.
Chongqing-Wind-1057,2028,1104447,11000,.
Chongqing-Wind-1057,2033,1079254,10750,.
Chongqing-Wind-1057,2038,1054209,10500,.
Chongqing-Wind-1057,2043,1028649,10245,.
Chongqing-Wind-1057,2048,1006838,10028,.
Chongqing-Wind-1071,2023,1129443,11249,.
Chongqing-Wind-1071,2028,1104447,11000,.
Chongqing-Wind-1071,2033,1079254,10750,.
Chongqing-Wind-1071,2038,1054209,10500,.
Chongqing-Wind-1071,2043,1028649,10245,.
Chongqing-Wind-1071,2048,1006838,10028,.
Chongqing-Wind_EP-ep-40043,2009,1204800,12000,.
Chongqing-Wind_EP-ep-40104,2013,1204800,12000,.
Chongqing-Wind_EP-ep-40188,2016,1204800,12000,.
Chongqing-Wind_EP-ep-40216,2017,1204800,12000,.
Chongqing-Wind_EP-ep-40239,2010,1204800,12000,.
East_Inner_Mongolia-Battery_Storage-11188,2023,1485958,13421,0
East_Inner_Mongolia-Battery_Storage-11188,2028,1346607,12162,0
East_Inner_Mongolia-Battery_Storage-11188,2033,1328640,12000,0
East_Inner_Mongolia-Battery_Storage-11188,2038,1328640,12000,0
East_Inner_Mongolia-Battery_Storage-11188,2043,1328640,12000,0
East_Inner_Mongolia-Battery_Storage-11188,2048,1328640,12000,0
East_Inner_Mongolia-Central_PV-470,2023,1200000,12000,.
East_Inner_Mongolia-Central_PV-470,2028,1200000,12000,.
East_Inner_Mongolia-Central_PV-470,2033,1200000,12000,.
East_Inner_Mongolia-Central_PV-470,2038,1200000,12000,.
East_Inner_Mongolia-Central_PV-470,2043,1200000,12000,.
East_Inner_Mongolia-Central_PV-470,2048,1200000,12000,.
East_Inner_Mongolia-Central_PV-471,2023,1200000,12000,.
East_Inner_Mongolia-Central_PV-471,2028,1200000,12000,.
East_Inner_Mongolia-Central_PV-471,2033,1200000,12000,.
East_Inner_Mongolia-Central_PV-471,2038,1200000,12000,.
East_Inner_Mongolia-Central_PV-471,2043,1200000,12000,.
East_Inner_Mongolia-Central_PV-471,2048,1200000,12000,.
East_Inner_Mongolia-Central_PV-473,2023,1200000,12000,.
East_Inner_Mongolia-Central_PV-473,2028,1200000,12000,.
East_Inner_Mongolia-Central_PV-473,2033,1200000,12000,.
East_Inner_Mongolia-Central_PV-473,2038,1200000,12000,.
East_Inner_Mongolia-Central_PV-473,2043,1200000,12000,.
East_Inner_Mongolia-Central_PV-473,2048,1200000,12000,.
East_Inner_Mongolia-Central_PV-567,2023,1200000,12000,.
East_Inner_Mongolia-Central_PV-567,2028,1200000,12000,.
East_Inner_Mongolia-Central_PV-567,2033,1200000,12000,.
East_Inner_Mongolia-Central_PV-567,2038,1200000,12000,.
East_Inner_Mongolia-Central_PV-567,2043,1200000,12000,.
East_Inner_Mongolia-Central_PV-567,2048,1200000,12000,.
East_Inner_Mongolia-Central_PV_EP-ep-50013,2012,1439448,28789,.
East_Inner_Mongolia-Central_PV_EP-ep-50027,2013,1439448,28789,.
East_Inner_Mongolia-Central_PV_EP-ep-50056,2014,1439448,28789,.
East_Inner_Mongolia-Central_PV_EP-ep-50085,2015,1439448,28789,.
East_Inner_Mongolia-Central_PV_EP-ep-50115,2016,1439448,28789,.
East_Inner_Mongolia-Central_PV_EP-ep-50146,2017,1439448,28789,.
East_Inner_Mongolia-Central_PV_EP-ep-50174,2011,1439448,28789,.
East_Inner_Mongolia-Coal_1000_DRY-11449,2023,586689,5383,.
East_Inner_Mongolia-Coal_1000_DRY-11449,2028,586689,5383,.
East_Inner_Mongolia-Coal_1000_DRY-11449,2033,586689,5383,.
East_Inner_Mongolia-Coal_1000_DRY-11449,2038,586689,5383,.
East_Inner_Mongolia-Coal_1000_DRY-11449,2043,586689,5383,.
East_Inner_Mongolia-Coal_1000_DRY-11449,2048,586689,5383,.
East_Inner_Mongolia-Coal_1000_DRY-11465,2023,586689,5383,.
East_Inner_Mongolia-Coal_1000_DRY-11465,2028,586689,5383,.
East_Inner_Mongolia-Coal_1000_DRY-11465,2033,586689,5383,.
East_Inner_Mongolia-Coal_1000_DRY-11465,2038,586689,5383,.
East_Inner_Mongolia-Coal_1000_DRY-11465,2043,586689,5383,.
East_Inner_Mongolia-Coal_1000_DRY-11465,2048,586689,5383,.
East_Inner_Mongolia-Coal_1000_DRY-11481,2023,586689,5383,.
East_Inner_Mongolia-Coal_1000_DRY-11481,2028,586689,5383,.
East_Inner_Mongolia-Coal_1000_DRY-11481,2033,586689,5383,.
East_Inner_Mongolia-Coal_1000_DRY-11481,2038,586689,5383,.
East_Inner_Mongolia-Coal_1000_DRY-11481,2043,586689,5383,.
East_Inner_Mongolia-Coal_1000_DRY-11481,2048,586689,5383,.
East_Inner_Mongolia-Coal_1000_RC-11439,2023,578592,5309,.
East_Inner_Mongolia-Coal_1000_RC-11439,2028,578592,5309,.
East_Inner_Mongolia-Coal_1000_RC-11439,2033,578592,5309,.
East_Inner_Mongolia-Coal_1000_RC-11439,2038,578592,5309,.
East_Inner_Mongolia-Coal_1000_RC-11439,2043,578592,5309,.
East_Inner_Mongolia-Coal_1000_RC-11439,2048,578592,5309,.
East_Inner_Mongolia-Coal_1000_RC-11455,2023,578592,5309,.
East_Inner_Mongolia-Coal_1000_RC-11455,2028,578592,5309,.
East_Inner_Mongolia-Coal_1000_RC-11455,2033,578592,5309,.
East_Inner_Mongolia-Coal_1000_RC-11455,2038,578592,5309,.
East_Inner_Mongolia-Coal_1000_RC-11455,2043,578592,5309,.
East_Inner_Mongolia-Coal_1000_RC-11455,2048,578592,5309,.
East_Inner_Mongolia-Coal_1000_RC-11471,2023,578592,5309,.
East_Inner_Mongolia-Coal_1000_RC-11471,2028,578592,5309,.
East_Inner_Mongolia-Coal_1000_RC-11471,2033,578592,5309,.
East_Inner_Mongolia-Coal_1000_RC-11471,2038,578592,5309,.
East_Inner_Mongolia-Coal_1000_RC-11471,2043,578592,5309,.
East_Inner_Mongolia-Coal_1000_RC-11471,2048,578592,5309,.
East_Inner_Mongolia-Coal_100_RC-ep-485,1990,805257,15486,.
East_Inner_Mongolia-Coal_100_RC-ep-486,1989,805257,15486,.
East_Inner_Mongolia-Coal_100_RC-ep-487,1985,805257,15486,.
East_Inner_Mongolia-Coal_100_RC-ep-488,1985,805257,15486,.
East_Inner_Mongolia-Coal_100_RC-ep-520,2007,805257,15486,.
East_Inner_Mongolia-Coal_100_RC-ep-521,2006,805257,15486,.
East_Inner_Mongolia-Coal_100_RC-ep-535,2007,805257,15486,.
East_Inner_Mongolia-Coal_100_RC-ep-536,2006,805257,15486,.
East_Inner_Mongolia-Coal_100_RC-ep-537,2009,805257,15486,.
East_Inner_Mongolia-Coal_100_RC-ep-538,2009,805257,15486,.
East_Inner_Mongolia-Coal_100_RC-ep-539,2007,805257,15486,.
East_Inner_Mongolia-Coal_100_RC-ep-540,2006,805257,15486,.
East_Inner_Mongolia-Coal_100_RC-ep-558,2005,805257,15486,.
East_Inner_Mongolia-Coal_100_RC-ep-559,2004,805257,15486,.
East_Inner_Mongolia-Coal_300_DRY-11453,2023,651486,6264,.
East_Inner_Mongolia-Coal_300_DRY-11453,2028,651486,6264,.
East_Inner_Mongolia-Coal_300_DRY-11453,2033,651486,6264,.
East_Inner_Mongolia-Coal_300_DRY-11453,2038,651486,6264,.
East_Inner_Mongolia-Coal_300_DRY-11453,2043,651486,6264,.
East_Inner_Mongolia-Coal_300_DRY-11453,2048,651486,6264,.
East_Inner_Mongolia-Coal_300_DRY-11469,2023,651486,6264,.
East_Inner_Mongolia-Coal_300_DRY-11469,2028,651486,6264,.
East_Inner_Mongolia-Coal_300_DRY-11469,2033,651486,6264,.
East_Inner_Mongolia-Coal_300_DRY-11469,2038,651486,6264,.
East_Inner_Mongolia-Coal_300_DRY-11469,2043,651486,6264,.
East_Inner_Mongolia-Coal_300_DRY-11469,2048,651486,6264,.
East_Inner_Mongolia-Coal_300_DRY-11485,2023,651486,6264,.
East_Inner_Mongolia-Coal_300_DRY-11485,2028,651486,6264,.
East_Inner_Mongolia-Coal_300_DRY-11485,2033,651486,6264,.
East_Inner_Mongolia-Coal_300_DRY-11485,2038,651486,6264,.
East_Inner_Mongolia-Coal_300_DRY-11485,2043,651486,6264,.
East_Inner_Mongolia-Coal_300_DRY-11485,2048,651486,6264,.
East_Inner_Mongolia-Coal_300_RC-11443,2023,630091,6059,.
East_Inner_Mongolia-Coal_300_RC-11443,2028,630091,6059,.
East_Inner_Mongolia-Coal_300_RC-11443,2033,630091,6059,.
East_Inner_Mongolia-Coal_300_RC-11443,2038,630091,6059,.
East_Inner_Mongolia-Coal_300_RC-11443,2043,630091,6059,.
East_Inner_Mongolia-Coal_300_RC-11443,2048,630091,6059,.
East_Inner_Mongolia-Coal_300_RC-11459,2023,630091,6059,.
East_Inner_Mongolia-Coal_300_RC-11459,2028,630091,6059,.
East_Inner_Mongolia-Coal_300_RC-11459,2033,630091,6059,.
East_Inner_Mongolia-Coal_300_RC-11459,2038,630091,6059,.
East_Inner_Mongolia-Coal_300_RC-11459,2043,630091,6059,.
East_Inner_Mongolia-Coal_300_RC-11459,2048,630091,6059,.
East_Inner_Mongolia-Coal_300_RC-11475,2023,630091,6059,.
East_Inner_Mongolia-Coal_300_RC-11475,2028,630091,6059,.
East_Inner_Mongolia-Coal_300_RC-11475,2033,630091,6059,.
East_Inner_Mongolia-Coal_300_RC-11475,2038,630091,6059,.
East_Inner_Mongolia-Coal_300_RC-11475,2043,630091,6059,.
East_Inner_Mongolia-Coal_300_RC-11475,2048,630091,6059,.
East_Inner_Mongolia-Coal_600_DRY-11451,2023,591048,5423,.
East_Inner_Mongolia-Coal_600_DRY-11451,2028,591048,5423,.
East_Inner_Mongolia-Coal_600_DRY-11451,2033,591048,5423,.
East_Inner_Mongolia-Coal_600_DRY-11451,2038,591048,5423,.
East_Inner_Mongolia-Coal_600_DRY-11451,2043,591048,5423,.
East_Inner_Mongolia-Coal_600_DRY-11451,2048,591048,5423,.
East_Inner_Mongolia-Coal_600_DRY-11467,2023,591048,5423,.
East_Inner_Mongolia-Coal_600_DRY-11467,2028,591048,5423,.
East_Inner_Mongolia-Coal_600_DRY-11467,2033,591048,5423,.
East_Inner_Mongolia-Coal_600_DRY-11467,2038,591048,5423,.
East_Inner_Mongolia-Coal_600_DRY-11467,2043,591048,5423,.
East_Inner_Mongolia-Coal_600_DRY-11467,2048,591048,5423,.
East_Inner_Mongolia-Coal_600_DRY-11483,2023,591048,5423,.
East_Inner_Mongolia-Coal_600_DRY-11483,2028,591048,5423,.
East_Inner_Mongolia-Coal_600_DRY-11483,2033,591048,5423,.
East_Inner_Mongolia-Coal_600_DRY-11483,2038,591048,5423,.
East_Inner_Mongolia-Coal_600_DRY-11483,2043,591048,5423,.
East_Inner_Mongolia-Coal_600_DRY-11483,2048,591048,5423,.
East_Inner_Mongolia-Coal_600_RC-11441,2023,582951,5349,.
East_Inner_Mongolia-Coal_600_RC-11441,2028,582951,5349,.
East_Inner_Mongolia-Coal_600_RC-11441,2033,582951,5349,.
East_Inner_Mongolia-Coal_600_RC-11441,2038,582951,5349,.
East_Inner_Mongolia-Coal_600_RC-11441,2043,582951,5349,.
East_Inner_Mongolia-Coal_600_RC-11441,2048,582951,5349,.
East_Inner_Mongolia-Coal_600_RC-11457,2023,582951,5349,.
East_Inner_Mongolia-Coal_600_RC-11457,2028,582951,5349,.
East_Inner_Mongolia-Coal_600_RC-11457,2033,582951,5349,.
East_Inner_Mongolia-Coal_600_RC-11457,2038,582951,5349,.
East_Inner_Mongolia-Coal_600_RC-11457,2043,582951,5349,.
East_Inner_Mongolia-Coal_600_RC-11457,2048,582951,5349,.
East_Inner_Mongolia-Coal_600_RC-11473,2023,582951,5349,.
East_Inner_Mongolia-Coal_600_RC-11473,2028,582951,5349,.
East_Inner_Mongolia-Coal_600_RC-11473,2033,582951,5349,.
East_Inner_Mongolia-Coal_600_RC-11473,2038,582951,5349,.
East_Inner_Mongolia-Coal_600_RC-11473,2043,582951,5349,.
East_Inner_Mongolia-Coal_600_RC-11473,2048,582951,5349,.
East_Inner_Mongolia-Coal_IGCC_RC-11445,2023,1634880,15000,.
East_Inner_Mongolia-Coal_IGCC_RC-11445,2028,1634880,15000,.
East_Inner_Mongolia-Coal_IGCC_RC-11445,2033,1634880,15000,.
East_Inner_Mongolia-Coal_IGCC_RC-11445,2038,1634880,15000,.
East_Inner_Mongolia-Coal_IGCC_RC-11445,2043,1634880,15000,.
East_Inner_Mongolia-Coal_IGCC_RC-11445,2048,1634880,15000,.
East_Inner_Mongolia-Coal_IGCC_RC-11461,2023,1634880,15000,.
East_Inner_Mongolia-Coal_IGCC_RC-11461,2028,1634880,15000,.
East_Inner_Mongolia-Coal_IGCC_RC-11461,2033,1634880,15000,.
East_Inner_Mongolia-Coal_IGCC_RC-11461,2038,1634880,15000,.
East_Inner_Mongolia-Coal_IGCC_RC-11461,2043,1634880,15000,.
East_Inner_Mongolia-Coal_IGCC_RC-11461,2048,1634880,15000,.
East_Inner_Mongolia-Coal_IGCC_RC-11477,2023,1634880,15000,.
East_Inner_Mongolia-Coal_IGCC_RC-11477,2028,1634880,15000,.
East_Inner_Mongolia-Coal_IGCC_RC-11477,2033,1634880,15000,.
East_Inner_Mongolia-Coal_IGCC_RC-11477,2038,1634880,15000,.
East_Inner_Mongolia-Coal_IGCC_RC-11477,2043,1634880,15000,.
East_Inner_Mongolia-Coal_IGCC_RC-11477,2048,1634880,15000,.
East_Inner_Mongolia-Coal_Small_RC-ep-402,1990,774286,15486,.
East_Inner_Mongolia-Coal_Small_RC-ep-418,1990,774286,15486,.
East_Inner_Mongolia-Commercial_PV-167,2023,1500000,15000,.
East_Inner_Mongolia-Commercial_PV-167,2028,1500000,15000,.
East_Inner_Mongolia-Commercial_PV-167,2033,1500000,15000,.
East_Inner_Mongolia-Commercial_PV-167,2038,1500000,15000,.
East_Inner_Mongolia-Commercial_PV-167,2043,1500000,15000,.
East_Inner_Mongolia-Commercial_PV-167,2048,1500000,15000,.
