GENERATION_PROJECT,gen_loading_level,gen_heat_rate_at_loading_level
East_Inner_Mongolia-Coal_300_RC-11475,1.0,8.92
East_Inner_Mongolia-Coal_600_DRY-11451,0.4,9.6105
East_Inner_Mongolia-Coal_600_DRY-11451,1.0,8.94
East_Inner_Mongolia-Coal_600_DRY-11467,0.4,9.6105
East_Inner_Mongolia-Coal_600_DRY-11467,1.0,8.94
East_Inner_Mongolia-Coal_600_DRY-11483,0.4,9.6105
East_Inner_Mongolia-Coal_600_DRY-11483,1.0,8.94
East_Inner_Mongolia-Coal_600_RC-11441,0.4,9.08375
East_Inner_Mongolia-Coal_600_RC-11441,1.0,8.45
East_Inner_Mongolia-Coal_600_RC-11457,0.4,9.08375
East_Inner_Mongolia-Coal_600_RC-11457,1.0,8.45
East_Inner_Mongolia-Coal_600_RC-11473,0.4,9.08375
East_Inner_Mongolia-Coal_600_RC-11473,1.0,8.45
East_Inner_Mongolia-Coal_IGCC_RC-11445,0.4,12.75715
East_Inner_Mongolia-Coal_IGCC_RC-11445,1.0,8.89
East_Inner_Mongolia-Coal_IGCC_RC-11461,0.4,12.75715
East_Inner_Mongolia-Coal_IGCC_RC-11461,1.0,8.89
East_Inner_Mongolia-Coal_IGCC_RC-11477,0.4,12.75715
East_Inner_Mongolia-Coal_IGCC_RC-11477,1.0,8.89
East_Inner_Mongolia-Coal_Small_RC-ep-402,0.4,10.406
East_Inner_Mongolia-Coal_Small_RC-ep-402,1.0,9.68
East_Inner_Mongolia-Coal_Small_RC-ep-418,0.4,10.406
East_Inner_Mongolia-Coal_Small_RC-ep-418,1.0,9.68
East_Inner_Mongolia-EP_Coal_300_DRY-ep-3040,0.4,9.46
East_Inner_Mongolia-EP_Coal_300_DRY-ep-3040,1.0,8.8
East_Inner_Mongolia-EP_Coal_300_DRY-ep-3041,0.4,9.46
East_Inner_Mongolia-EP_Coal_300_DRY-ep-3041,1.0,8.8
East_Inner_Mongolia-EP_Coal_300_DRY-ep-446,0.4,9.46
East_Inner_Mongolia-EP_Coal_300_DRY-ep-446,1.0,8.8
East_Inner_Mongolia-EP_Coal_300_DRY-ep-447,0.4,9.46
East_Inner_Mongolia-EP_Coal_300_DRY-ep-447,1.0,8.8
East_Inner_Mongolia-EP_Coal_300_RC-ep-3065,0.4,9.16975
East_Inner_Mongolia-EP_Coal_300_RC-ep-3065,1.0,8.53
East_Inner_Mongolia-EP_Coal_600_DRY-ep-3058,0.4,8.8795
East_Inner_Mongolia-EP_Coal_600_DRY-ep-3058,1.0,8.26
East_Inner_Mongolia-EP_Coal_600_DRY-ep-3059,0.4,8.8795
East_Inner_Mongolia-EP_Coal_600_DRY-ep-3059,1.0,8.26
East_Inner_Mongolia-EP_Coal_600_DRY-ep-3060,0.4,8.8795
East_Inner_Mongolia-EP_Coal_600_DRY-ep-3060,1.0,8.26
East_Inner_Mongolia-EP_Coal_600_DRY-ep-3061,0.4,8.8795
East_Inner_Mongolia-EP_Coal_600_DRY-ep-3061,1.0,8.26
East_Inner_Mongolia-EP_Coal_600_DRY-ep-362,0.4,8.8795
East_Inner_Mongolia-EP_Coal_600_DRY-ep-362,1.0,8.26
East_Inner_Mongolia-EP_Coal_600_DRY-ep-363,0.4,8.8795
East_Inner_Mongolia-EP_Coal_600_DRY-ep-363,1.0,8.26
East_Inner_Mongolia-EP_Coal_600_DRY-ep-364,0.4,8.8795
East_Inner_Mongolia-EP_Coal_600_DRY-ep-364,1.0,8.26
East_Inner_Mongolia-EP_Coal_600_DRY-ep-365,0.4,8.8795
East_Inner_Mongolia-EP_Coal_600_DRY-ep-365,1.0,8.26
East_Inner_Mongolia-EP_Coal_600_DRY-ep-366,0.4,8.8795
East_Inner_Mongolia-EP_Coal_600_DRY-ep-366,1.0,8.26
East_Inner_Mongolia-EP_Coal_600_DRY-ep-367,0.4,8.8795
East_Inner_Mongolia-EP_Coal_600_DRY-ep-367,1.0,8.26
East_Inner_Mongolia-EP_Coal_600_DRY-ep-368,0.4,8.8795
East_Inner_Mongolia-EP_Coal_600_DRY-ep-368,1.0,8.26
East_Inner_Mongolia-EP_Coal_600_DRY-ep-369,0.4,8.8795
East_Inner_Mongolia-EP_Coal_600_DRY-ep-369,1.0,8.26
East_Inner_Mongolia-EP_Coal_600_DRY-ep-375,0.4,8.8795
East_Inner_Mongolia-EP_Coal_600_DRY-ep-375,1.0,8.26
East_Inner_Mongolia-EP_Coal_600_RC-ep-360,0.4,8.52475
East_Inner_Mongolia-EP_Coal_600_RC-ep-360,1.0,7.93
East_Inner_Mongolia-EP_Coal_600_RC-ep-361,0.4,8.52475
East_Inner_Mongolia-EP_Coal_600_RC-ep-361,1.0,7.93
East_Inner_Mongolia-EP_Coal_600_RC-ep-370,0.4,8.52475
East_Inner_Mongolia-EP_Coal_600_RC-ep-370,1.0,7.93
East_Inner_Mongolia-EP_Coal_600_RC-ep-371,0.4,8.52475
East_Inner_Mongolia-EP_Coal_600_RC-ep-371,1.0,7.93
East_Inner_Mongolia-EP_Coal_600_RC-ep-372,0.4,8.52475
East_Inner_Mongolia-EP_Coal_600_RC-ep-372,1.0,7.93
East_Inner_Mongolia-EP_Coal_600_RC-ep-400,0.4,8.52475
East_Inner_Mongolia-EP_Coal_600_RC-ep-400,1.0,7.93
East_Inner_Mongolia-EP_Coal_600_RC-ep-401,0.4,8.52475
East_Inner_Mongolia-EP_Coal_600_RC-ep-401,1.0,7.93
East_Inner_Mongolia-Gas_CCGT_RC-11447,0.45,9.64548
East_Inner_Mongolia-Gas_CCGT_RC-11447,1.0,7.02
East_Inner_Mongolia-Gas_CCGT_RC-11463,0.45,9.64548
East_Inner_Mongolia-Gas_CCGT_RC-11463,1.0,7.02
East_Inner_Mongolia-Gas_CCGT_RC-11479,0.45,9.64548
East_Inner_Mongolia-Gas_CCGT_RC-11479,1.0,7.02
East_Inner_Mongolia-Gas_Combustion_Turbine_RC-13294,0.4,11.03368
East_Inner_Mongolia-Gas_Combustion_Turbine_RC-13294,1.0,9.76
Fujian-Coal_1000_OT-12153,0.4,8.471
Fujian-Coal_1000_OT-12153,1.0,7.88
Fujian-Coal_1000_RC-12135,0.4,8.471
Fujian-Coal_1000_RC-12135,1.0,7.88
Fujian-Coal_1000_RC-12161,0.4,8.471
Fujian-Coal_1000_RC-12161,1.0,7.88
Fujian-Coal_1000_RC-12171,0.4,8.471
Fujian-Coal_1000_RC-12171,1.0,7.88
Fujian-Coal_1000_SEA-12145,0.4,8.471
Fujian-Coal_1000_SEA-12145,1.0,7.88
Fujian-Coal_1000_SEA-12181,0.4,8.471
Fujian-Coal_1000_SEA-12181,1.0,7.88
Fujian-Coal_100_RC-ep-1302,0.4,9.7395
Fujian-Coal_100_RC-ep-1302,1.0,9.06
Fujian-Coal_100_RC-ep-1303,0.4,9.7395
Fujian-Coal_100_RC-ep-1303,1.0,9.06
Fujian-Coal_100_RC-ep-1304,0.4,9.7395
Fujian-Coal_100_RC-ep-1304,1.0,9.06
Fujian-Coal_100_RC-ep-1305,0.4,9.7395
Fujian-Coal_100_RC-ep-1305,1.0,9.06
Fujian-Coal_100_RC-ep-1306,0.4,9.7395
Fujian-Coal_100_RC-ep-1306,1.0,9.06
Fujian-Coal_100_RC-ep-1307,0.4,9.7395
Fujian-Coal_100_RC-ep-1307,1.0,9.06
Fujian-Coal_300_OT-12157,0.4,9.589
Fujian-Coal_300_OT-12157,1.0,8.92
Fujian-Coal_300_RC-12139,0.4,9.589
Fujian-Coal_300_RC-12139,1.0,8.92
Fujian-Coal_300_RC-12165,0.4,9.589
Fujian-Coal_300_RC-12165,1.0,8.92
Fujian-Coal_300_RC-12175,0.4,9.589
Fujian-Coal_300_RC-12175,1.0,8.92
Fujian-Coal_300_SEA-12149,0.4,9.589
Fujian-Coal_300_SEA-12149,1.0,8.92
Fujian-Coal_300_SEA-12185,0.4,9.589
Fujian-Coal_300_SEA-12185,1.0,8.92
Fujian-Coal_600_OT-12155,0.4,9.08375
Fujian-Coal_600_OT-12155,1.0,8.45
Fujian-Coal_600_RC-12137,0.4,9.08375
Fujian-Coal_600_RC-12137,1.0,8.45
Fujian-Coal_600_RC-12163,0.4,9.08375
Fujian-Coal_600_RC-12163,1.0,8.45
Fujian-Coal_600_RC-12173,0.4,9.08375
Fujian-Coal_600_RC-12173,1.0,8.45
Fujian-Coal_600_SEA-12147,0.4,9.08375
Fujian-Coal_600_SEA-12147,1.0,8.45
Fujian-Coal_600_SEA-12183,0.4,9.08375
Fujian-Coal_600_SEA-12183,1.0,8.45
Fujian-Coal_IGCC_RC-12141,0.4,12.75715
Fujian-Coal_IGCC_RC-12141,1.0,8.89
Fujian-Coal_IGCC_RC-12167,0.4,12.75715
Fujian-Coal_IGCC_RC-12167,1.0,8.89
Fujian-Coal_IGCC_RC-12177,0.4,12.75715
Fujian-Coal_IGCC_RC-12177,1.0,8.89
Fujian-Coal_Small_RC-ep-1248,0.4,10.406
Fujian-Coal_Small_RC-ep-1248,1.0,9.68
Fujian-Coal_Small_RC-ep-1289,0.4,10.406
Fujian-Coal_Small_RC-ep-1289,1.0,9.68
Fujian-Coal_Small_SEA-ep-1309,0.4,10.3845
Fujian-Coal_Small_SEA-ep-1309,1.0,9.66
Fujian-EP_Coal_1000_SEA-ep-1246,0.4,8.2345
Fujian-EP_Coal_1000_SEA-ep-1246,1.0,7.66
Fujian-EP_Coal_1000_SEA-ep-1247,0.4,8.2345
Fujian-EP_Coal_1000_SEA-ep-1247,1.0,7.66
Fujian-EP_Coal_1000_SEA-ep-3101,0.4,8.2345
Fujian-EP_Coal_1000_SEA-ep-3101,1.0,7.66
Fujian-EP_Coal_1000_SEA-ep-3102,0.4,8.2345
Fujian-EP_Coal_1000_SEA-ep-3102,1.0,7.66
Fujian-EP_Coal_300_OT-ep-1285,0.4,9.16975
Fujian-EP_Coal_300_OT-ep-1285,1.0,8.53
Fujian-EP_Coal_300_OT-ep-1286,0.4,9.16975
Fujian-EP_Coal_300_OT-ep-1286,1.0,8.53
Fujian-EP_Coal_300_OT-ep-1287,0.4,9.16975
Fujian-EP_Coal_300_OT-ep-1287,1.0,8.53
Fujian-EP_Coal_300_OT-ep-1288,0.4,9.16975
Fujian-EP_Coal_300_OT-ep-1288,1.0,8.53
Fujian-EP_Coal_300_RC-ep-1290,0.4,9.16975
Fujian-EP_Coal_300_RC-ep-1290,1.0,8.53
Fujian-EP_Coal_300_RC-ep-1291,0.4,9.16975
Fujian-EP_Coal_300_RC-ep-1291,1.0,8.53
Fujian-EP_Coal_300_RC-ep-1298,0.4,9.16975
Fujian-EP_Coal_300_RC-ep-1298,1.0,8.53
Fujian-EP_Coal_300_RC-ep-1299,0.4,9.16975
Fujian-EP_Coal_300_RC-ep-1299,1.0,8.53
Fujian-EP_Coal_300_RC-ep-1300,0.4,9.16975
Fujian-EP_Coal_300_RC-ep-1300,1.0,8.53
Fujian-EP_Coal_300_RC-ep-1301,0.4,9.16975
Fujian-EP_Coal_300_RC-ep-1301,1.0,8.53
Fujian-EP_Coal_300_SEA-ep-1272,0.4,9.16975
Fujian-EP_Coal_300_SEA-ep-1272,1.0,8.53
Fujian-EP_Coal_300_SEA-ep-1273,0.4,9.16975
Fujian-EP_Coal_300_SEA-ep-1273,1.0,8.53
Fujian-EP_Coal_300_SEA-ep-1292,0.4,9.16975
Fujian-EP_Coal_300_SEA-ep-1292,1.0,8.53
Fujian-EP_Coal_300_SEA-ep-1293,0.4,9.16975
Fujian-EP_Coal_300_SEA-ep-1293,1.0,8.53
Fujian-EP_Coal_300_SEA-ep-1294,0.4,9.16975
Fujian-EP_Coal_300_SEA-ep-1294,1.0,8.53
Fujian-EP_Coal_300_SEA-ep-1295,0.4,9.16975
Fujian-EP_Coal_300_SEA-ep-1295,1.0,8.53
Fujian-EP_Coal_300_SEA-ep-1296,0.4,9.16975
Fujian-EP_Coal_300_SEA-ep-1296,1.0,8.53
Fujian-EP_Coal_300_SEA-ep-1297,0.4,9.16975
Fujian-EP_Coal_300_SEA-ep-1297,1.0,8.53
Fujian-EP_Coal_600_OT-ep-1253,0.4,8.52475
Fujian-EP_Coal_600_OT-ep-1253,1.0,7.93
Fujian-EP_Coal_600_OT-ep-1254,0.4,8.52475
Fujian-EP_Coal_600_OT-ep-1254,1.0,7.93
Fujian-EP_Coal_600_SEA-ep-1249,0.4,8.52475
Fujian-EP_Coal_600_SEA-ep-1249,1.0,7.93
Fujian-EP_Coal_600_SEA-ep-1250,0.4,8.52475
Fujian-EP_Coal_600_SEA-ep-1250,1.0,7.93
Fujian-EP_Coal_600_SEA-ep-1251,0.4,8.52475
Fujian-EP_Coal_600_SEA-ep-1251,1.0,7.93
Fujian-EP_Coal_600_SEA-ep-1252,0.4,8.52475
Fujian-EP_Coal_600_SEA-ep-1252,1.0,7.93
Fujian-EP_Coal_600_SEA-ep-1255,0.4,8.52475
Fujian-EP_Coal_600_SEA-ep-1255,1.0,7.93
Fujian-EP_Coal_600_SEA-ep-1256,0.4,8.52475
Fujian-EP_Coal_600_SEA-ep-1256,1.0,7.93
Fujian-EP_Coal_600_SEA-ep-1257,0.4,8.52475
Fujian-EP_Coal_600_SEA-ep-1257,1.0,7.93
Fujian-EP_Coal_600_SEA-ep-1258,0.4,8.52475
Fujian-EP_Coal_600_SEA-ep-1258,1.0,7.93
Fujian-EP_Coal_600_SEA-ep-1259,0.4,8.52475
Fujian-EP_Coal_600_SEA-ep-1259,1.0,7.93
Fujian-EP_Coal_600_SEA-ep-1260,0.4,8.52475
Fujian-EP_Coal_600_SEA-ep-1260,1.0,7.93
Fujian-EP_Coal_600_SEA-ep-1261,0.4,8.52475
Fujian-EP_Coal_600_SEA-ep-1261,1.0,7.93
Fujian-EP_Coal_600_SEA-ep-1262,0.4,8.52475
Fujian-EP_Coal_600_SEA-ep-1262,1.0,7.93
Fujian-EP_Coal_600_SEA-ep-1263,0.4,8.52475
Fujian-EP_Coal_600_SEA-ep-1263,1.0,7.93
Fujian-EP_Coal_600_SEA-ep-1264,0.4,8.52475
Fujian-EP_Coal_600_SEA-ep-1264,1.0,7.93
Fujian-EP_Coal_600_SEA-ep-1265,0.4,8.52475
Fujian-EP_Coal_600_SEA-ep-1265,1.0,7.93
Fujian-EP_Coal_600_SEA-ep-1266,0.4,8.52475
Fujian-EP_Coal_600_SEA-ep-1266,1.0,7.93
Fujian-EP_Coal_600_SEA-ep-1267,0.4,8.52475
Fujian-EP_Coal_600_SEA-ep-1267,1.0,7.93
Fujian-EP_Coal_600_SEA-ep-1268,0.4,8.52475
Fujian-EP_Coal_600_SEA-ep-1268,1.0,7.93
Fujian-EP_Coal_600_SEA-ep-1269,0.4,8.52475
Fujian-EP_Coal_600_SEA-ep-1269,1.0,7.93
Fujian-EP_Coal_600_SEA-ep-1270,0.4,8.52475
Fujian-EP_Coal_600_SEA-ep-1270,1.0,7.93
Fujian-EP_Coal_600_SEA-ep-1271,0.4,8.52475
Fujian-EP_Coal_600_SEA-ep-1271,1.0,7.93
Fujian-EP_Gas_CCGT_RC-ep-1284,0.45,9.42564
Fujian-EP_Gas_CCGT_RC-ep-1284,1.0,6.86
Fujian-EP_Gas_CCGT_SEA-ep-1274,0.45,8.68368
Fujian-EP_Gas_CCGT_SEA-ep-1274,1.0,6.32
Fujian-EP_Gas_CCGT_SEA-ep-1275,0.45,8.68368
Fujian-EP_Gas_CCGT_SEA-ep-1275,1.0,6.32
Fujian-EP_Gas_CCGT_SEA-ep-1276,0.45,8.68368
Fujian-EP_Gas_CCGT_SEA-ep-1276,1.0,6.32
Fujian-EP_Gas_CCGT_SEA-ep-1277,0.45,8.68368
Fujian-EP_Gas_CCGT_SEA-ep-1277,1.0,6.32
Fujian-EP_Gas_CCGT_SEA-ep-1278,0.45,8.68368
Fujian-EP_Gas_CCGT_SEA-ep-1278,1.0,6.32
Fujian-EP_Gas_CCGT_SEA-ep-1279,0.45,8.68368
Fujian-EP_Gas_CCGT_SEA-ep-1279,1.0,6.32
Fujian-EP_Gas_CCGT_SEA-ep-1280,0.45,8.68368
Fujian-EP_Gas_CCGT_SEA-ep-1280,1.0,6.32
Fujian-EP_Gas_CCGT_SEA-ep-1281,0.45,8.68368
Fujian-EP_Gas_CCGT_SEA-ep-1281,1.0,6.32
Fujian-EP_Gas_CCGT_SEA-ep-1282,0.45,8.68368
Fujian-EP_Gas_CCGT_SEA-ep-1282,1.0,6.32
Fujian-EP_Gas_CCGT_SEA-ep-1283,0.45,8.68368
Fujian-EP_Gas_CCGT_SEA-ep-1283,1.0,6.32
Fujian-Gas_CCGT_OT-12159,0.45,8.88978
Fujian-Gas_CCGT_OT-12159,1.0,6.47
Fujian-Gas_CCGT_RC-12143,0.45,9.64548
Fujian-Gas_CCGT_RC-12143,1.0,7.02
Fujian-Gas_CCGT_RC-12169,0.45,9.64548
Fujian-Gas_CCGT_RC-12169,1.0,7.02
Fujian-Gas_CCGT_RC-12179,0.45,9.64548
Fujian-Gas_CCGT_RC-12179,1.0,7.02
Fujian-Gas_CCGT_SEA-12151,0.45,8.88978
Fujian-Gas_CCGT_SEA-12151,1.0,6.47
Fujian-Gas_CCGT_SEA-12187,0.45,8.88978
Fujian-Gas_CCGT_SEA-12187,1.0,6.47
Fujian-Gas_Combustion_Turbine_RC-13124,0.4,11.03368
Fujian-Gas_Combustion_Turbine_RC-13124,1.0,9.76
Gansu-Coal_1000_DRY-12845,0.4,8.9225
Gansu-Coal_1000_DRY-12845,1.0,8.3
Gansu-Coal_1000_DRY-12861,0.4,8.9225
Gansu-Coal_1000_DRY-12861,1.0,8.3
Gansu-Coal_1000_DRY-12877,0.4,8.9225
Gansu-Coal_1000_DRY-12877,1.0,8.3
Gansu-Coal_1000_DRY-12893,0.4,8.9225
Gansu-Coal_1000_DRY-12893,1.0,8.3
Gansu-Coal_1000_RC-12835,0.4,8.471
Gansu-Coal_1000_RC-12835,1.0,7.88
Gansu-Coal_1000_RC-12851,0.4,8.471
Gansu-Coal_1000_RC-12851,1.0,7.88
Gansu-Coal_1000_RC-12867,0.4,8.471
Gansu-Coal_1000_RC-12867,1.0,7.88
Gansu-Coal_1000_RC-12883,0.4,8.471
Gansu-Coal_1000_RC-12883,1.0,7.88
Gansu-Coal_100_DRY-ep-2372,0.4,10.15875
Gansu-Coal_100_DRY-ep-2372,1.0,9.45
Gansu-Coal_100_DRY-ep-2373,0.4,10.15875
Gansu-Coal_100_DRY-ep-2373,1.0,9.45
Gansu-Coal_100_RC-ep-2364,0.4,9.7395
Gansu-Coal_100_RC-ep-2364,1.0,9.06
Gansu-Coal_100_RC-ep-2365,0.4,9.7395
Gansu-Coal_100_RC-ep-2365,1.0,9.06
Gansu-Coal_100_RC-ep-2366,0.4,9.7395
Gansu-Coal_100_RC-ep-2366,1.0,9.06
Gansu-Coal_100_RC-ep-2367,0.4,9.7395
Gansu-Coal_100_RC-ep-2367,1.0,9.06
Gansu-Coal_100_RC-ep-2368,0.4,9.7395
Gansu-Coal_100_RC-ep-2368,1.0,9.06
Gansu-Coal_100_RC-ep-2369,0.4,9.7395
Gansu-Coal_100_RC-ep-2369,1.0,9.06
Gansu-Coal_100_RC-ep-2370,0.4,9.7395
Gansu-Coal_100_RC-ep-2370,1.0,9.06
Gansu-Coal_100_RC-ep-2371,0.4,9.7395
Gansu-Coal_100_RC-ep-2371,1.0,9.06
Gansu-Coal_100_RC-ep-2374,0.4,9.7395
Gansu-Coal_100_RC-ep-2374,1.0,9.06
Gansu-Coal_100_RC-ep-2375,0.4,9.7395
Gansu-Coal_100_RC-ep-2375,1.0,9.06
Gansu-Coal_100_RC-ep-2377,0.4,9.7395
Gansu-Coal_100_RC-ep-2377,1.0,9.06
Gansu-Coal_100_RC-ep-2378,0.4,9.7395
Gansu-Coal_100_RC-ep-2378,1.0,9.06
Gansu-Coal_300_DRY-12849,0.4,10.07275
Gansu-Coal_300_DRY-12849,1.0,9.37
Gansu-Coal_300_DRY-12865,0.4,10.07275
Gansu-Coal_300_DRY-12865,1.0,9.37
Gansu-Coal_300_DRY-12881,0.4,10.07275
Gansu-Coal_300_DRY-12881,1.0,9.37
Gansu-Coal_300_DRY-12897,0.4,10.07275
Gansu-Coal_300_DRY-12897,1.0,9.37
Gansu-Coal_300_RC-12839,0.4,9.589
Gansu-Coal_300_RC-12839,1.0,8.92
Gansu-Coal_300_RC-12855,0.4,9.589
Gansu-Coal_300_RC-12855,1.0,8.92
Gansu-Coal_300_RC-12871,0.4,9.589
Gansu-Coal_300_RC-12871,1.0,8.92
Gansu-Coal_300_RC-12887,0.4,9.589
Gansu-Coal_300_RC-12887,1.0,8.92
Gansu-Coal_600_DRY-12847,0.4,9.6105
Gansu-Coal_600_DRY-12847,1.0,8.94
Gansu-Coal_600_DRY-12863,0.4,9.6105
Gansu-Coal_600_DRY-12863,1.0,8.94
Gansu-Coal_600_DRY-12879,0.4,9.6105
Gansu-Coal_600_DRY-12879,1.0,8.94
Gansu-Coal_600_DRY-12895,0.4,9.6105
Gansu-Coal_600_DRY-12895,1.0,8.94
Gansu-Coal_600_RC-12837,0.4,9.08375
Gansu-Coal_600_RC-12837,1.0,8.45
Gansu-Coal_600_RC-12853,0.4,9.08375
Gansu-Coal_600_RC-12853,1.0,8.45
Gansu-Coal_600_RC-12869,0.4,9.08375
Gansu-Coal_600_RC-12869,1.0,8.45
Gansu-Coal_600_RC-12885,0.4,9.08375
Gansu-Coal_600_RC-12885,1.0,8.45
Gansu-Coal_IGCC_RC-12841,0.4,12.75715
Gansu-Coal_IGCC_RC-12841,1.0,8.89
Gansu-Coal_IGCC_RC-12857,0.4,12.75715
Gansu-Coal_IGCC_RC-12857,1.0,8.89
Gansu-Coal_IGCC_RC-12873,0.4,12.75715
Gansu-Coal_IGCC_RC-12873,1.0,8.89
Gansu-Coal_IGCC_RC-12889,0.4,12.75715
Gansu-Coal_IGCC_RC-12889,1.0,8.89
Gansu-Coal_Small_RC-ep-2334,0.4,10.406
Gansu-Coal_Small_RC-ep-2334,1.0,9.68
Gansu-Coal_Small_RC-ep-2376,0.4,10.406
Gansu-Coal_Small_RC-ep-2376,1.0,9.68
Gansu-Coal_Small_RC-ep-2379,0.4,10.406
Gansu-Coal_Small_RC-ep-2379,1.0,9.68
Gansu-EP_Coal_300_DRY-ep-2326,0.4,9.46
Gansu-EP_Coal_300_DRY-ep-2326,1.0,8.8
Gansu-EP_Coal_300_DRY-ep-2327,0.4,9.46
Gansu-EP_Coal_300_DRY-ep-2327,1.0,8.8
Gansu-EP_Coal_300_DRY-ep-2328,0.4,9.46
Gansu-EP_Coal_300_DRY-ep-2328,1.0,8.8
Gansu-EP_Coal_300_DRY-ep-2329,0.4,9.46
Gansu-EP_Coal_300_DRY-ep-2329,1.0,8.8
Gansu-EP_Coal_300_DRY-ep-2330,0.4,9.46
Gansu-EP_Coal_300_DRY-ep-2330,1.0,8.8
Gansu-EP_Coal_300_DRY-ep-2331,0.4,9.46
Gansu-EP_Coal_300_DRY-ep-2331,1.0,8.8
Gansu-EP_Coal_300_DRY-ep-2332,0.4,9.46
Gansu-EP_Coal_300_DRY-ep-2332,1.0,8.8
Gansu-EP_Coal_300_DRY-ep-2333,0.4,9.46
Gansu-EP_Coal_300_DRY-ep-2333,1.0,8.8
Gansu-EP_Coal_300_DRY-ep-2344,0.4,9.46
Gansu-EP_Coal_300_DRY-ep-2344,1.0,8.8
Gansu-EP_Coal_300_DRY-ep-2345,0.4,9.46
Gansu-EP_Coal_300_DRY-ep-2345,1.0,8.8
Gansu-EP_Coal_300_DRY-ep-2346,0.4,9.46
Gansu-EP_Coal_300_DRY-ep-2346,1.0,8.8
Gansu-EP_Coal_300_DRY-ep-2347,0.4,9.46
Gansu-EP_Coal_300_DRY-ep-2347,1.0,8.8
Gansu-EP_Coal_300_DRY-ep-2348,0.4,9.46
Gansu-EP_Coal_300_DRY-ep-2348,1.0,8.8
Gansu-EP_Coal_300_DRY-ep-2349,0.4,9.46
Gansu-EP_Coal_300_DRY-ep-2349,1.0,8.8
Gansu-EP_Coal_300_DRY-ep-2350,0.4,9.46
Gansu-EP_Coal_300_DRY-ep-2350,1.0,8.8
Gansu-EP_Coal_300_DRY-ep-2351,0.4,9.46
Gansu-EP_Coal_300_DRY-ep-2351,1.0,8.8
Gansu-EP_Coal_300_DRY-ep-2359,0.4,9.46
Gansu-EP_Coal_300_DRY-ep-2359,1.0,8.8
Gansu-EP_Coal_300_DRY-ep-2360,0.4,9.46
Gansu-EP_Coal_300_DRY-ep-2360,1.0,8.8
Gansu-EP_Coal_300_DRY-ep-2361,0.4,9.46
Gansu-EP_Coal_300_DRY-ep-2361,1.0,8.8
Gansu-EP_Coal_300_DRY-ep-3200,0.4,9.46
Gansu-EP_Coal_300_DRY-ep-3200,1.0,8.8
Gansu-EP_Coal_300_DRY-ep-3201,0.4,9.46
Gansu-EP_Coal_300_DRY-ep-3201,1.0,8.8
Gansu-EP_Coal_300_DRY-ep-3202,0.4,9.46
Gansu-EP_Coal_300_DRY-ep-3202,1.0,8.8
Gansu-EP_Coal_300_DRY-ep-3203,0.4,9.46
Gansu-EP_Coal_300_DRY-ep-3203,1.0,8.8
Gansu-EP_Coal_300_RC-ep-2335,0.4,9.16975
Gansu-EP_Coal_300_RC-ep-2335,1.0,8.53
Gansu-EP_Coal_300_RC-ep-2336,0.4,9.16975
Gansu-EP_Coal_300_RC-ep-2336,1.0,8.53
Gansu-EP_Coal_300_RC-ep-2337,0.4,9.16975
Gansu-EP_Coal_300_RC-ep-2337,1.0,8.53
Gansu-EP_Coal_300_RC-ep-2338,0.4,9.16975
Gansu-EP_Coal_300_RC-ep-2338,1.0,8.53
Gansu-EP_Coal_300_RC-ep-2339,0.4,9.16975
Gansu-EP_Coal_300_RC-ep-2339,1.0,8.53
Gansu-EP_Coal_300_RC-ep-2340,0.4,9.16975
Gansu-EP_Coal_300_RC-ep-2340,1.0,8.53
Gansu-EP_Coal_300_RC-ep-2341,0.4,9.16975
Gansu-EP_Coal_300_RC-ep-2341,1.0,8.53
Gansu-EP_Coal_300_RC-ep-2342,0.4,9.16975
Gansu-EP_Coal_300_RC-ep-2342,1.0,8.53
Gansu-EP_Coal_300_RC-ep-2343,0.4,9.16975
Gansu-EP_Coal_300_RC-ep-2343,1.0,8.53
Gansu-EP_Coal_300_RC-ep-2352,0.4,9.16975
Gansu-EP_Coal_300_RC-ep-2352,1.0,8.53
Gansu-EP_Coal_300_RC-ep-2353,0.4,9.16975
Gansu-EP_Coal_300_RC-ep-2353,1.0,8.53
Gansu-EP_Coal_300_RC-ep-2354,0.4,9.16975
Gansu-EP_Coal_300_RC-ep-2354,1.0,8.53
Gansu-EP_Coal_300_RC-ep-2355,0.4,9.16975
Gansu-EP_Coal_300_RC-ep-2355,1.0,8.53
Gansu-EP_Coal_300_RC-ep-2356,0.4,9.16975
Gansu-EP_Coal_300_RC-ep-2356,1.0,8.53
Gansu-EP_Coal_300_RC-ep-2357,0.4,9.16975
Gansu-EP_Coal_300_RC-ep-2357,1.0,8.53
Gansu-EP_Coal_300_RC-ep-2358,0.4,9.16975
Gansu-EP_Coal_300_RC-ep-2358,1.0,8.53
Gansu-EP_Coal_300_RC-ep-2362,0.4,9.16975
Gansu-EP_Coal_300_RC-ep-2362,1.0,8.53
Gansu-EP_Coal_300_RC-ep-2363,0.4,9.16975
Gansu-EP_Coal_300_RC-ep-2363,1.0,8.53
Gansu-EP_Coal_600_DRY-ep-2320,0.4,8.8795
Gansu-EP_Coal_600_DRY-ep-2320,1.0,8.26
Gansu-EP_Coal_600_DRY-ep-2321,0.4,8.8795
Gansu-EP_Coal_600_DRY-ep-2321,1.0,8.26
Gansu-EP_Coal_600_DRY-ep-2322,0.4,8.8795
