GENERATION_PROJECT,gen_loading_level,gen_heat_rate_at_loading_level
West_Inner_Mongolia-EP_Coal_600_DRY-ep-394,1.0,8.26
West_Inner_Mongolia-EP_Coal_600_DRY-ep-395,0.4,8.8795
West_Inner_Mongolia-EP_Coal_600_DRY-ep-395,1.0,8.26
West_Inner_Mongolia-EP_Coal_600_DRY-ep-396,0.4,8.8795
West_Inner_Mongolia-EP_Coal_600_DRY-ep-396,1.0,8.26
West_Inner_Mongolia-EP_Coal_600_DRY-ep-397,0.4,8.8795
West_Inner_Mongolia-EP_Coal_600_DRY-ep-397,1.0,8.26
West_Inner_Mongolia-EP_Coal_600_OT-ep-398,0.4,8.52475
West_Inner_Mongolia-EP_Coal_600_OT-ep-398,1.0,7.93
West_Inner_Mongolia-EP_Coal_600_OT-ep-399,0.4,8.52475
West_Inner_Mongolia-EP_Coal_600_OT-ep-399,1.0,7.93
West_Inner_Mongolia-EP_Coal_600_RC-ep-382,0.4,8.52475
West_Inner_Mongolia-EP_Coal_600_RC-ep-382,1.0,7.93
West_Inner_Mongolia-EP_Coal_600_RC-ep-383,0.4,8.52475
West_Inner_Mongolia-EP_Coal_600_RC-ep-383,1.0,7.93
West_Inner_Mongolia-EP_Coal_600_RC-ep-386,0.4,8.52475
West_Inner_Mongolia-EP_Coal_600_RC-ep-386,1.0,7.93
West_Inner_Mongolia-EP_Coal_600_RC-ep-387,0.4,8.52475
West_Inner_Mongolia-EP_Coal_600_RC-ep-387,1.0,7.93
West_Inner_Mongolia-EP_Coal_600_RC-ep-388,0.4,8.52475
West_Inner_Mongolia-EP_Coal_600_RC-ep-388,1.0,7.93
West_Inner_Mongolia-EP_Coal_600_RC-ep-389,0.4,8.52475
West_Inner_Mongolia-EP_Coal_600_RC-ep-389,1.0,7.93
West_Inner_Mongolia-Gas_CCGT_RC-11495,0.45,9.64548
West_Inner_Mongolia-Gas_CCGT_RC-11495,1.0,7.02
West_Inner_Mongolia-Gas_CCGT_RC-11511,0.45,9.64548
West_Inner_Mongolia-Gas_CCGT_RC-11511,1.0,7.02
West_Inner_Mongolia-Gas_CCGT_RC-11527,0.45,9.64548
West_Inner_Mongolia-Gas_CCGT_RC-11527,1.0,7.02
West_Inner_Mongolia-Gas_CCGT_RC-11543,0.45,9.64548
West_Inner_Mongolia-Gas_CCGT_RC-11543,1.0,7.02
West_Inner_Mongolia-Gas_CCGT_RC-11559,0.45,9.64548
West_Inner_Mongolia-Gas_CCGT_RC-11559,1.0,7.02
West_Inner_Mongolia-Gas_CCGT_RC-11575,0.45,9.64548
West_Inner_Mongolia-Gas_CCGT_RC-11575,1.0,7.02
West_Inner_Mongolia-Gas_CCGT_RC-11591,0.45,9.64548
West_Inner_Mongolia-Gas_CCGT_RC-11591,1.0,7.02
West_Inner_Mongolia-Gas_Combustion_Turbine_RC-13277,0.4,11.03368
West_Inner_Mongolia-Gas_Combustion_Turbine_RC-13277,1.0,9.76
Xinjiang-Coal_1000_DRY-12941,0.4,8.9225
Xinjiang-Coal_1000_DRY-12941,1.0,8.3
Xinjiang-Coal_1000_DRY-12957,0.4,8.9225
Xinjiang-Coal_1000_DRY-12957,1.0,8.3
Xinjiang-Coal_1000_DRY-12973,0.4,8.9225
Xinjiang-Coal_1000_DRY-12973,1.0,8.3
Xinjiang-Coal_1000_DRY-12989,0.4,8.9225
Xinjiang-Coal_1000_DRY-12989,1.0,8.3
Xinjiang-Coal_1000_RC-12931,0.4,8.471
Xinjiang-Coal_1000_RC-12931,1.0,7.88
Xinjiang-Coal_1000_RC-12947,0.4,8.471
Xinjiang-Coal_1000_RC-12947,1.0,7.88
Xinjiang-Coal_1000_RC-12963,0.4,8.471
Xinjiang-Coal_1000_RC-12963,1.0,7.88
Xinjiang-Coal_1000_RC-12979,0.4,8.471
Xinjiang-Coal_1000_RC-12979,1.0,7.88
Xinjiang-Coal_100_DRY-ep-2529,0.4,10.15875
Xinjiang-Coal_100_DRY-ep-2529,1.0,9.45
Xinjiang-Coal_100_DRY-ep-2530,0.4,10.15875
Xinjiang-Coal_100_DRY-ep-2530,1.0,9.45
Xinjiang-Coal_100_DRY-ep-2531,0.4,10.15875
Xinjiang-Coal_100_DRY-ep-2531,1.0,9.45
Xinjiang-Coal_100_DRY-ep-2532,0.4,10.15875
Xinjiang-Coal_100_DRY-ep-2532,1.0,9.45
Xinjiang-Coal_100_DRY-ep-2533,0.4,10.15875
Xinjiang-Coal_100_DRY-ep-2533,1.0,9.45
Xinjiang-Coal_100_DRY-ep-2534,0.4,10.15875
Xinjiang-Coal_100_DRY-ep-2534,1.0,9.45
Xinjiang-Coal_100_DRY-ep-2535,0.4,10.15875
Xinjiang-Coal_100_DRY-ep-2535,1.0,9.45
Xinjiang-Coal_100_DRY-ep-2536,0.4,10.15875
Xinjiang-Coal_100_DRY-ep-2536,1.0,9.45
Xinjiang-Coal_100_DRY-ep-2561,0.4,10.15875
Xinjiang-Coal_100_DRY-ep-2561,1.0,9.45
Xinjiang-Coal_100_DRY-ep-2562,0.4,10.15875
Xinjiang-Coal_100_DRY-ep-2562,1.0,9.45
Xinjiang-Coal_100_DRY-ep-3221,0.4,10.15875
Xinjiang-Coal_100_DRY-ep-3221,1.0,9.45
Xinjiang-Coal_100_DRY-ep-3222,0.4,10.15875
Xinjiang-Coal_100_DRY-ep-3222,1.0,9.45
Xinjiang-Coal_100_RC-ep-2521,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2521,1.0,9.06
Xinjiang-Coal_100_RC-ep-2522,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2522,1.0,9.06
Xinjiang-Coal_100_RC-ep-2523,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2523,1.0,9.06
Xinjiang-Coal_100_RC-ep-2524,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2524,1.0,9.06
Xinjiang-Coal_100_RC-ep-2525,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2525,1.0,9.06
Xinjiang-Coal_100_RC-ep-2526,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2526,1.0,9.06
Xinjiang-Coal_100_RC-ep-2527,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2527,1.0,9.06
Xinjiang-Coal_100_RC-ep-2528,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2528,1.0,9.06
Xinjiang-Coal_100_RC-ep-2537,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2537,1.0,9.06
Xinjiang-Coal_100_RC-ep-2538,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2538,1.0,9.06
Xinjiang-Coal_100_RC-ep-2539,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2539,1.0,9.06
Xinjiang-Coal_100_RC-ep-2540,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2540,1.0,9.06
Xinjiang-Coal_100_RC-ep-2541,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2541,1.0,9.06
Xinjiang-Coal_100_RC-ep-2542,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2542,1.0,9.06
Xinjiang-Coal_100_RC-ep-2543,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2543,1.0,9.06
Xinjiang-Coal_100_RC-ep-2544,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2544,1.0,9.06
Xinjiang-Coal_100_RC-ep-2545,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2545,1.0,9.06
Xinjiang-Coal_100_RC-ep-2546,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2546,1.0,9.06
Xinjiang-Coal_100_RC-ep-2547,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2547,1.0,9.06
Xinjiang-Coal_100_RC-ep-2548,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2548,1.0,9.06
Xinjiang-Coal_100_RC-ep-2549,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2549,1.0,9.06
Xinjiang-Coal_100_RC-ep-2550,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2550,1.0,9.06
Xinjiang-Coal_100_RC-ep-2551,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2551,1.0,9.06
Xinjiang-Coal_100_RC-ep-2552,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2552,1.0,9.06
Xinjiang-Coal_100_RC-ep-2553,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2553,1.0,9.06
Xinjiang-Coal_100_RC-ep-2554,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2554,1.0,9.06
Xinjiang-Coal_100_RC-ep-2555,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2555,1.0,9.06
Xinjiang-Coal_100_RC-ep-2556,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2556,1.0,9.06
Xinjiang-Coal_100_RC-ep-2557,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2557,1.0,9.06
Xinjiang-Coal_100_RC-ep-2558,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2558,1.0,9.06
Xinjiang-Coal_100_RC-ep-2559,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2559,1.0,9.06
Xinjiang-Coal_100_RC-ep-2560,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2560,1.0,9.06
Xinjiang-Coal_100_RC-ep-2563,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2563,1.0,9.06
Xinjiang-Coal_100_RC-ep-2564,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2564,1.0,9.06
Xinjiang-Coal_100_RC-ep-2565,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2565,1.0,9.06
Xinjiang-Coal_100_RC-ep-2566,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2566,1.0,9.06
Xinjiang-Coal_100_RC-ep-2567,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2567,1.0,9.06
Xinjiang-Coal_100_RC-ep-2568,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2568,1.0,9.06
Xinjiang-Coal_100_RC-ep-2569,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2569,1.0,9.06
Xinjiang-Coal_100_RC-ep-2570,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2570,1.0,9.06
Xinjiang-Coal_100_RC-ep-2571,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2571,1.0,9.06
Xinjiang-Coal_100_RC-ep-2572,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2572,1.0,9.06
Xinjiang-Coal_100_RC-ep-2573,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2573,1.0,9.06
Xinjiang-Coal_100_RC-ep-2574,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2574,1.0,9.06
Xinjiang-Coal_100_RC-ep-2575,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2575,1.0,9.06
Xinjiang-Coal_100_RC-ep-2576,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2576,1.0,9.06
Xinjiang-Coal_100_RC-ep-2577,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2577,1.0,9.06
Xinjiang-Coal_100_RC-ep-2578,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2578,1.0,9.06
Xinjiang-Coal_100_RC-ep-2579,0.4,9.7395
Xinjiang-Coal_100_RC-ep-2579,1.0,9.06
Xinjiang-Coal_300_DRY-12945,0.4,10.07275
Xinjiang-Coal_300_DRY-12945,1.0,9.37
Xinjiang-Coal_300_DRY-12961,0.4,10.07275
Xinjiang-Coal_300_DRY-12961,1.0,9.37
Xinjiang-Coal_300_DRY-12977,0.4,10.07275
Xinjiang-Coal_300_DRY-12977,1.0,9.37
Xinjiang-Coal_300_DRY-12993,0.4,10.07275
Xinjiang-Coal_300_DRY-12993,1.0,9.37
Xinjiang-Coal_300_RC-12935,0.4,9.589
Xinjiang-Coal_300_RC-12935,1.0,8.92
Xinjiang-Coal_300_RC-12951,0.4,9.589
Xinjiang-Coal_300_RC-12951,1.0,8.92
Xinjiang-Coal_300_RC-12967,0.4,9.589
Xinjiang-Coal_300_RC-12967,1.0,8.92
Xinjiang-Coal_300_RC-12983,0.4,9.589
Xinjiang-Coal_300_RC-12983,1.0,8.92
Xinjiang-Coal_600_DRY-12943,0.4,9.6105
Xinjiang-Coal_600_DRY-12943,1.0,8.94
Xinjiang-Coal_600_DRY-12959,0.4,9.6105
Xinjiang-Coal_600_DRY-12959,1.0,8.94
Xinjiang-Coal_600_DRY-12975,0.4,9.6105
Xinjiang-Coal_600_DRY-12975,1.0,8.94
Xinjiang-Coal_600_DRY-12991,0.4,9.6105
Xinjiang-Coal_600_DRY-12991,1.0,8.94
Xinjiang-Coal_600_RC-12933,0.4,9.08375
Xinjiang-Coal_600_RC-12933,1.0,8.45
Xinjiang-Coal_600_RC-12949,0.4,9.08375
Xinjiang-Coal_600_RC-12949,1.0,8.45
Xinjiang-Coal_600_RC-12965,0.4,9.08375
Xinjiang-Coal_600_RC-12965,1.0,8.45
Xinjiang-Coal_600_RC-12981,0.4,9.08375
Xinjiang-Coal_600_RC-12981,1.0,8.45
Xinjiang-Coal_IGCC_RC-12937,0.4,12.75715
Xinjiang-Coal_IGCC_RC-12937,1.0,8.89
Xinjiang-Coal_IGCC_RC-12953,0.4,12.75715
Xinjiang-Coal_IGCC_RC-12953,1.0,8.89
Xinjiang-Coal_IGCC_RC-12969,0.4,12.75715
Xinjiang-Coal_IGCC_RC-12969,1.0,8.89
Xinjiang-Coal_IGCC_RC-12985,0.4,12.75715
Xinjiang-Coal_IGCC_RC-12985,1.0,8.89
Xinjiang-Coal_Small_DRY-ep-2520,0.4,10.8145
Xinjiang-Coal_Small_DRY-ep-2520,1.0,10.06
Xinjiang-Coal_Small_RC-ep-2451,0.4,10.406
Xinjiang-Coal_Small_RC-ep-2451,1.0,9.68
Xinjiang-Coal_Small_RC-ep-2452,0.4,10.406
Xinjiang-Coal_Small_RC-ep-2452,1.0,9.68
Xinjiang-Coal_Small_RC-ep-2518,0.4,10.406
Xinjiang-Coal_Small_RC-ep-2518,1.0,9.68
Xinjiang-Coal_Small_RC-ep-2519,0.4,10.406
Xinjiang-Coal_Small_RC-ep-2519,1.0,9.68
Xinjiang-Coal_Small_RC-ep-2582,0.4,10.406
Xinjiang-Coal_Small_RC-ep-2582,1.0,9.68
Xinjiang-EP_Coal_1000_DRY-ep-2449,0.4,8.41725
Xinjiang-EP_Coal_1000_DRY-ep-2449,1.0,7.83
Xinjiang-EP_Coal_1000_DRY-ep-2450,0.4,8.41725
Xinjiang-EP_Coal_1000_DRY-ep-2450,1.0,7.83
Xinjiang-EP_Coal_300_DRY-ep-2461,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2461,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2462,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2462,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2463,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2463,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2464,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2464,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2469,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2469,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2470,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2470,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2471,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2471,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2472,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2472,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2473,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2473,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2474,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2474,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2475,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2475,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2476,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2476,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2477,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2477,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2478,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2478,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2479,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2479,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2480,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2480,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2481,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2481,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2482,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2482,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2483,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2483,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2484,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2484,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2485,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2485,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2486,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2486,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2487,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2487,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2488,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2488,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2489,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2489,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2490,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2490,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2491,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2491,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2492,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2492,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2493,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2493,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2494,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2494,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2495,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2495,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2498,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2498,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2499,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2499,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2500,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2500,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2501,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2501,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2502,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2502,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2503,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2503,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2504,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2504,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2505,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2505,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2506,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2506,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2507,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2507,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2508,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2508,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2509,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2509,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2510,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2510,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2511,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2511,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2514,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2514,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2515,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2515,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2516,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2516,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-2517,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-2517,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-3223,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-3223,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-3224,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-3224,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-3225,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-3225,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-3226,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-3226,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-3227,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-3227,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-3228,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-3228,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-3229,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-3229,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-3230,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-3230,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-3231,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-3231,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-3232,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-3232,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-3233,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-3233,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-3234,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-3234,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-3235,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-3235,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-3236,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-3236,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-3237,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-3237,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-3238,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-3238,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-3239,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-3239,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-3240,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-3240,1.0,8.8
Xinjiang-EP_Coal_300_DRY-ep-3241,0.4,9.46
Xinjiang-EP_Coal_300_DRY-ep-3241,1.0,8.8
Xinjiang-EP_Coal_300_RC-ep-2465,0.4,9.16975
Xinjiang-EP_Coal_300_RC-ep-2465,1.0,8.53
Xinjiang-EP_Coal_300_RC-ep-2466,0.4,9.16975
Xinjiang-EP_Coal_300_RC-ep-2466,1.0,8.53
Xinjiang-EP_Coal_300_RC-ep-2467,0.4,9.16975
Xinjiang-EP_Coal_300_RC-ep-2467,1.0,8.53
Xinjiang-EP_Coal_300_RC-ep-2468,0.4,9.16975
Xinjiang-EP_Coal_300_RC-ep-2468,1.0,8.53
Xinjiang-EP_Coal_300_RC-ep-2496,0.4,9.16975
Xinjiang-EP_Coal_300_RC-ep-2496,1.0,8.53
Xinjiang-EP_Coal_300_RC-ep-2497,0.4,9.16975
Xinjiang-EP_Coal_300_RC-ep-2497,1.0,8.53
Xinjiang-EP_Coal_300_RC-ep-2512,0.4,9.16975
Xinjiang-EP_Coal_300_RC-ep-2512,1.0,8.53
Xinjiang-EP_Coal_300_RC-ep-2513,0.4,9.16975
Xinjiang-EP_Coal_300_RC-ep-2513,1.0,8.53
Xinjiang-EP_Coal_600_DRY-ep-2453,0.4,8.8795
Xinjiang-EP_Coal_600_DRY-ep-2453,1.0,8.26
Xinjiang-EP_Coal_600_DRY-ep-2454,0.4,8.8795
Xinjiang-EP_Coal_600_DRY-ep-2454,1.0,8.26
Xinjiang-EP_Coal_600_DRY-ep-2455,0.4,8.8795
Xinjiang-EP_Coal_600_DRY-ep-2455,1.0,8.26
Xinjiang-EP_Coal_600_DRY-ep-2456,0.4,8.8795
Xinjiang-EP_Coal_600_DRY-ep-2456,1.0,8.26
Xinjiang-EP_Coal_600_DRY-ep-2457,0.4,8.8795
Xinjiang-EP_Coal_600_DRY-ep-2457,1.0,8.26
Xinjiang-EP_Coal_600_DRY-ep-2458,0.4,8.8795
Xinjiang-EP_Coal_600_DRY-ep-2458,1.0,8.26
Xinjiang-EP_Coal_600_DRY-ep-2459,0.4,8.8795
Xinjiang-EP_Coal_600_DRY-ep-2459,1.0,8.26
Xinjiang-EP_Coal_600_DRY-ep-2460,0.4,8.8795
Xinjiang-EP_Coal_600_DRY-ep-2460,1.0,8.26
Xinjiang-EP_Coal_600_DRY-ep-3242,0.4,8.8795
Xinjiang-EP_Coal_600_DRY-ep-3242,1.0,8.26
Xinjiang-EP_Coal_600_DRY-ep-3243,0.4,8.8795
Xinjiang-EP_Coal_600_DRY-ep-3243,1.0,8.26
Xinjiang-EP_Coal_600_DRY-ep-3244,0.4,8.8795
Xinjiang-EP_Coal_600_DRY-ep-3244,1.0,8.26
Xinjiang-EP_Coal_600_DRY-ep-3245,0.4,8.8795
Xinjiang-EP_Coal_600_DRY-ep-3245,1.0,8.26
Xinjiang-EP_Coal_600_DRY-ep-3246,0.4,8.8795
Xinjiang-EP_Coal_600_DRY-ep-3246,1.0,8.26
Xinjiang-EP_Coal_600_DRY-ep-3247,0.4,8.8795
Xinjiang-EP_Coal_600_DRY-ep-3247,1.0,8.26
Xinjiang-EP_Coal_600_DRY-ep-3248,0.4,8.8795
Xinjiang-EP_Coal_600_DRY-ep-3248,1.0,8.26
Xinjiang-EP_Coal_600_DRY-ep-3249,0.4,8.8795
Xinjiang-EP_Coal_600_DRY-ep-3249,1.0,8.26
Xinjiang-EP_Coal_600_DRY-ep-3250,0.4,8.8795
Xinjiang-EP_Coal_600_DRY-ep-3250,1.0,8.26
Xinjiang-EP_Coal_600_DRY-ep-3251,0.4,8.8795
Xinjiang-EP_Coal_600_DRY-ep-3251,1.0,8.26
Xinjiang-EP_Coal_600_DRY-ep-3252,0.4,8.8795
Xinjiang-EP_Coal_600_DRY-ep-3252,1.0,8.26
Xinjiang-EP_Coal_600_DRY-ep-3253,0.4,8.8795
Xinjiang-EP_Coal_600_DRY-ep-3253,1.0,8.26
Xinjiang-EP_Coal_600_DRY-ep-3254,0.4,8.8795
Xinjiang-EP_Coal_600_DRY-ep-3254,1.0,8.26
Xinjiang-EP_Coal_600_DRY-ep-3255,0.4,8.8795
